OBJECTID,NAME20,ALAND20,AWATER20,GEOID,NAME,DP05_0001E,DP05_0002E,DP05_0003E,DP05_0004E,DP05_0005E,DP05_0006E,DP05_0007E,DP05_0008E,DP05_0009E,DP05_0010E,DP05_0011E,DP05_0012E,DP05_0013E,DP05_0014E,DP05_0015E,DP05_0016E,DP05_0017E,DP05_0018E,DP05_0019E,DP05_0020E,DP05_0021E,DP05_0022E,DP05_0023E,DP05_0024E,DP05_0025E,DP05_0026E,DP05_0027E,DP05_0028E,DP05_0029E,DP05_0030E,DP05_0031E,DP05_0032E,DP05_0033E,DP05_0034E,DP05_0035E,DP05_0036E,DP05_0037E,DP05_0038E,DP05_0039E,DP05_0040E,DP05_0041E,DP05_0042E,DP05_0043E,DP05_0044E,DP05_0045E,DP05_0046E,DP05_0047E,DP05_0048E,DP05_0049E,DP05_0050E,DP05_0051E,DP05_0052E,DP05_0053E,DP05_0054E,DP05_0055E,DP05_0056E,DP05_0057E,DP05_0058E,DP05_0059E,DP05_0060E,DP05_0061E,DP05_0062E,DP05_0063E,DP05_0064E,DP05_0065E,DP05_0066E,DP05_0067E,DP05_0068E,DP05_0069E,DP05_0070E,DP05_0071E,DP05_0072E,DP05_0073E,DP05_0074E,DP05_0075E,DP05_0076E,DP05_0077E,DP05_0078E,DP05_0079E,DP05_0080E,DP05_0081E,DP05_0082E,DP05_0083E,DP05_0084E,DP05_0085E,DP05_0086E,DP05_0087E,DP05_0088E,DP05_0089E,DP05_0090E,DP05_0091E,GIS_ID,SE_ANNO_CAD_DATA,GLOBALID,TRACTCE,SHAPEAREA,SHAPELEN
85,39.02,266513,11205,11001003902,"Census Tract 39.02; District of Columbia; District of Columbia",1811,946,865,109.4,25,32,191,146,155,397,167,370,85,92,137,0,14,33.8,394,1563,1417,1417,222,151,1417,704,713,98.7,151,97,54,179.6,1811,1444,367,1444,1053,64,0,0,0,0,0,278,11,0,28,0,227,12,0,0,0,0,0,0,49,367,0,0,229,116,0,0,1811,1420,86,22,507,0,165,1811,285,173,9,0,103,1526,933,64,0,278,0,0,251,0,251,1303,1312,674,638,ACS_Demographic_DC_CensusTract_43,,{AC877354-02AD-46C8-8F4F-1EB17E69ED0E},003902,0,0
86,9.03,928101,0,11001000903,"Census Tract 9.03; District of Columbia; District of Columbia",2784,1233,1551,79.5,69,122,39,1410,422,86,114,229,98,32,98,50,15,19.5,265,2531,2519,930,188,163,2519,1100,1419,77.5,163,60,103,58.3,2784,2617,167,2617,2279,189,15,0,0,0,0,116,20,38,32,0,4,22,0,0,0,0,0,0,18,167,22,7,39,95,0,0,2784,2446,215,22,159,0,113,2784,302,71,14,10,207,2482,2128,159,11,116,0,7,61,0,61,390,2275,984,1291,ACS_Demographic_DC_CensusTract_44,,{6F1660B7-6371-405A-838E-8A7F9D099F85},000903,0,0
87,10.04,1471925,0,11001001004,"Census Tract 10.04; District of Columbia; District of Columbia",4015,1829,2186,83.7,185,379,305,226,325,230,431,648,203,121,358,445,159,43.6,993,3098,3022,2874,1015,962,3022,1283,1739,73.8,962,413,549,75.2,4015,3609,406,3609,3147,151,0,0,0,0,0,265,195,26,28,0,1,5,10,0,0,0,0,0,46,406,32,0,54,248,67,0,4015,3481,255,67,324,0,294,4015,325,10,0,20,295,3690,3016,151,0,265,0,19,239,86,153,1696,2755,1147,1608,ACS_Demographic_DC_CensusTract_45,,{B21535FD-CFE5-4C13-AA8F-BCA3CD71186F},001004,0,0
88,1.02,1706484,516665,11001000102,"Census Tract 1.02; District of Columbia; District of Columbia",3127,1586,1541,102.9,110,13,146,50,52,548,216,423,294,404,436,374,61,55.1,301,2844,2826,2808,1019,871,2826,1464,1362,107.5,871,464,407,114,3127,2925,202,2925,2657,26,0,0,0,0,0,133,62,0,43,0,4,0,24,0,0,0,0,0,109,202,0,0,0,202,0,0,3127,2859,26,0,133,0,311,3127,459,140,0,41,278,2668,2493,26,0,133,0,16,0,0,0,2093,2561,1323,1238,ACS_Demographic_DC_CensusTract_46,,{EA4B32AB-389A-4753-88D1-5EFB4FD33074},000102,0,0
89,37.01,172840,0,11001003701,"Census Tract 37.01; District of Columbia; District of Columbia",2143,989,1154,85.7,56,95,24,87,63,835,387,204,124,139,79,37,13,34.3,223,1968,1920,1881,178,129,1920,918,1002,91.6,129,58,71,81.7,2143,1918,225,1918,1303,155,0,0,0,0,0,124,10,36,13,0,65,0,0,22,0,22,0,0,314,225,22,36,0,160,0,0,2143,1521,184,36,131,22,474,2143,797,160,132,21,484,1346,1012,155,0,124,22,11,22,0,22,1366,1816,855,961,ACS_Demographic_DC_CensusTract_47,,{53B29F6B-3749-4163-82E0-B7D0FA904CDF},003701,0,0
90,27.02,479022,7175,11001002702,"Census Tract 27.02; District of Columbia; District of Columbia",5568,2746,2822,97.3,412,340,212,152,199,1523,959,634,341,261,405,130,0,34.4,1040,4560,4528,4452,650,535,4528,2299,2229,103.1,535,256,279,91.8,5568,4825,743,4825,3270,668,101,0,0,42,0,316,67,27,24,0,25,142,31,0,0,0,0,0,470,743,51,36,58,543,0,55,5568,3958,774,137,374,0,1068,5568,1325,101,32,17,1175,4243,3024,668,101,316,0,11,123,0,123,2517,4083,2113,1970,ACS_Demographic_DC_CensusTract_93,,{2B1D058E-0B70-4FD6-B436-FC3336532183},002702,0,0
91,83.01,303973,0,11001008301,"Census Tract 83.01; District of Columbia; District of Columbia",2895,1570,1325,118.5,132,168,53,53,221,966,455,291,84,200,214,49,9,32.6,353,2542,2542,2476,411,272,2542,1379,1163,118.6,272,186,86,216.3,2895,2707,188,2707,2168,353,0,0,0,0,0,132,0,15,0,0,110,0,7,6,0,6,0,0,48,188,9,0,47,89,6,0,2895,2330,388,6,199,23,137,2895,329,54,0,0,275,2566,1984,301,0,132,6,0,143,44,99,1652,2419,1315,1104,ACS_Demographic_DC_CensusTract_94,,{D4482D29-4A8F-4DF9-92D9-F8D756C6CFFC},008301,0,0
92,16,2667590,7820,11001001600,"Census Tract 16; District of Columbia; District of Columbia",4477,2233,2244,99.5,234,377,377,169,199,356,472,606,247,348,589,289,214,46.5,1107,3489,3370,3318,1303,1092,3370,1588,1782,89.1,1092,495,597,82.9,4477,4153,324,4153,1112,2890,0,0,0,0,0,46,15,8,2,4,0,0,17,0,0,0,0,0,105,324,177,0,11,95,0,0,4477,1395,3108,0,98,0,200,4477,333,83,43,3,204,4144,989,2839,0,46,0,53,217,12,205,1781,3292,1569,1723,ACS_Demographic_DC_CensusTract_95,,{2D27D544-2575-4FC2-A9F6-4EE9C4017C19},001600,0,0
93,105,749891,0,11001010500,"Census Tract 105; District of Columbia; District of Columbia",3953,1920,2033,94.4,152,40,96,109,328,1115,935,361,270,234,238,53,22,35.5,351,3665,3602,3481,429,313,3602,1757,1845,95.2,313,123,190,64.7,3953,3701,252,3701,1950,1513,0,0,0,0,0,151,50,13,24,0,47,0,17,0,0,0,0,0,87,252,26,0,51,154,21,0,3953,2181,1560,21,202,0,241,3953,349,86,69,0,194,3604,1897,1458,0,151,0,0,98,0,98,2475,3435,1621,1814,ACS_Demographic_DC_CensusTract_96,,{EF21192A-9BD8-4F21-BED4-6E58BF557DA9},010500,0,0
94,92.04,308465,0,11001009204,"Census Tract 92.04; District of Columbia; District of Columbia",3373,1655,1718,96.3,359,287,433,55,160,694,478,207,69,41,334,230,26,32.2,1134,2294,2239,2222,617,590,2239,1129,1110,101.7,590,361,229,157.6,3373,3230,143,3230,319,2381,17,0,0,0,0,25,15,0,0,10,0,0,0,0,0,0,0,0,488,143,26,0,0,117,0,0,3373,462,2407,17,25,0,605,3373,628,15,40,0,573,2745,319,2358,17,25,0,0,26,0,26,1641,1781,883,898,ACS_Demographic_DC_CensusTract_97,,{E93CDC93-5C11-4E40-B232-11170A814862},009204,0,0
95,73.04,1232841,8983,11001007304,"Census Tract 73.04; District of Columbia; District of Columbia",4927,2218,2709,81.9,347,312,673,222,262,1056,635,466,276,160,314,183,21,31,1537,3500,3390,3371,620,518,3390,1568,1822,86.1,518,222,296,75,4927,4881,46,4881,183,4609,0,0,0,0,0,35,0,0,0,0,0,0,35,0,0,0,0,0,54,46,0,0,0,0,23,15,4927,183,4655,23,35,8,69,4927,13,0,13,0,0,4914,183,4596,0,35,0,54,46,15,31,2249,3355,1533,1822,ACS_Demographic_DC_CensusTract_98,,{59B2666D-8D48-48F0-9B75-61AFF21DBB0B},007304,0,0
96,30,210636,0,11001003000,"Census Tract 30; District of Columbia; District of Columbia",3878,2053,1825,112.5,254,188,131,116,411,1122,712,405,224,79,163,73,0,31.3,689,3260,3189,3189,245,236,3189,1646,1543,106.7,236,102,134,76.1,3878,3727,151,3727,1262,1467,7,0,0,0,0,253,80,50,31,11,30,26,25,0,0,0,0,0,738,151,0,0,10,91,0,27,3878,1386,1517,30,263,0,856,3878,919,140,17,0,762,2959,1197,1467,0,253,0,5,37,4,33,1786,2724,1304,1420,ACS_Demographic_DC_CensusTract_99,,{B9EF0AC0-C4C7-4BB4-B58F-DEA8A7A64F5F},003000,0,0
97,75.02,648317,0,11001007502,"Census Tract 75.02; District of Columbia; District of Columbia",5073,2141,2932,73,538,154,759,496,218,736,391,418,343,374,386,189,71,29.6,1787,3497,3286,3008,819,646,3286,1373,1913,71.8,646,252,394,64,5073,5037,36,5037,45,4961,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8,23,36,14,0,0,0,0,1,5073,59,4976,21,21,8,24,5073,0,0,0,0,0,5073,45,4961,0,0,8,23,36,1,35,2181,3252,1373,1879,ACS_Demographic_DC_CensusTract_100,,{57203734-B946-4BDE-8A3B-472FB1344CED},007502,0,0
98,75.03,515179,0,11001007503,"Census Tract 75.03; District of Columbia; District of Columbia",2518,1217,1301,93.5,280,123,183,380,126,453,329,237,138,101,124,36,8,29.2,915,1723,1603,1546,234,168,1603,756,847,89.3,168,41,127,32.3,2518,2485,33,2485,154,2296,34,0,22,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,33,0,0,0,0,29,4,2518,154,2329,63,0,1,4,2518,116,0,19,0,97,2402,144,2231,22,0,1,0,4,4,0,1152,1590,743,847,ACS_Demographic_DC_CensusTract_101,,{AA523607-B564-4716-9230-72730E753762},007503,0,0
99,9.02,1867106,307257,11001000902,"Census Tract 9.02; District of Columbia; District of Columbia",2310,1085,1225,88.6,143,135,232,239,45,67,284,527,106,84,262,127,59,45.5,645,1755,1665,1559,511,448,1665,757,908,83.4,448,192,256,75,2310,2137,173,2137,1864,230,0,0,0,0,0,39,0,15,11,0,0,1,12,0,0,0,0,0,4,173,72,14,20,32,0,0,2310,2029,309,14,94,0,64,2310,245,25,38,0,182,2065,1717,213,0,39,0,4,92,0,92,888,1616,752,864,ACS_Demographic_DC_CensusTract_102,,{8EFF1CC4-ACFC-4043-A90E-C636E50BFA9A},000902,0,0
100,15,4684714,39895,11001001500,"Census Tract 15; District of Columbia; District of Columbia",5804,2787,3017,92.4,486,300,680,216,128,137,786,1048,178,449,823,350,223,45.9,1592,4338,4212,4113,1767,1396,4212,1994,2218,89.9,1396,574,822,69.8,5804,5167,637,5167,4122,725,14,0,0,0,0,63,0,23,0,0,0,25,15,0,0,0,0,0,243,637,13,0,12,496,0,0,5804,4667,854,38,167,0,739,5804,867,0,212,63,592,4937,3951,725,14,63,0,0,184,43,141,2142,4019,1964,2055,ACS_Demographic_DC_CensusTract_103,,{44B37032-58D7-4122-AA34-AC32154FB409},001500,0,0
101,96.03,607400,0,11001009603,"Census Tract 96.03; District of Columbia; District of Columbia",4025,1962,2063,95.1,74,298,215,301,346,598,514,455,291,213,316,252,152,38.3,770,3375,3255,3103,874,720,3255,1603,1652,97,720,279,441,63.3,4025,3988,37,3988,12,3788,0,0,0,0,0,29,0,0,0,0,0,0,29,0,0,0,0,0,159,37,0,12,0,0,25,0,4025,24,3813,37,29,0,159,4025,64,0,0,0,64,3961,12,3776,0,16,0,120,37,0,37,2041,3112,1508,1604,ACS_Demographic_DC_CensusTract_104,,{00341D49-9E16-4D7F-BAE3-D5C12B4646C7},009603,0,0
102,5.01,940249,29503,11001000501,"Census Tract 5.01; District of Columbia; District of Columbia",3594,1663,1931,86.1,93,143,66,141,126,1046,711,396,187,112,405,163,5,38.7,339,3292,3255,3147,635,573,3255,1459,1796,81.2,573,237,336,70.5,3594,3353,241,3353,2242,427,57,0,0,0,0,590,504,52,5,0,16,0,13,22,0,22,0,0,15,241,51,1,12,177,0,0,3594,2483,478,58,602,22,192,3594,383,133,0,0,250,3211,2115,427,0,590,0,15,64,0,64,2539,2939,1303,1636,ACS_Demographic_DC_CensusTract_105,,{65F9E3BE-ED03-43ED-89EF-772A03B26DD2},000501,0,0
103,33.02,204237,0,11001003302,"Census Tract 33.02; District of Columbia; District of Columbia",2373,1194,1179,101.3,235,111,14,54,103,762,487,275,123,54,93,62,0,33.3,394,2003,1979,1959,172,155,1979,1101,878,125.4,155,87,68,127.9,2373,2244,129,2244,1053,1004,0,0,0,0,0,160,20,103,24,0,5,8,0,0,0,0,0,0,27,129,9,6,5,49,11,31,2373,1122,1073,17,183,0,111,2373,142,31,33,12,66,2231,1016,965,0,160,0,21,69,29,40,1015,1867,1005,862,ACS_Demographic_DC_CensusTract_106,,{22F7DCB1-E910-493B-B354-BA5BA0AD2280},003302,0,0
104,84.02,274180,0,11001008402,"Census Tract 84.02; District of Columbia; District of Columbia",2496,937,1559,60.1,86,121,35,40,87,721,570,361,95,114,154,31,81,37.3,282,2254,2214,2214,357,266,2214,804,1410,57,266,62,204,30.4,2496,2215,281,2215,1395,774,0,0,0,0,0,36,0,0,0,0,11,0,25,0,0,0,0,0,10,281,126,0,75,67,0,0,2496,1676,900,13,111,0,90,2496,287,110,99,0,78,2209,1297,774,0,36,0,0,102,0,102,1614,2092,709,1383,ACS_Demographic_DC_CensusTract_107,,{39751859-486A-472D-90FE-BF0337FF399E},008402,0,0
105,96.02,1306709,67073,11001009602,"Census Tract 96.02; District of Columbia; District of Columbia",5144,2008,3136,64,573,848,173,99,303,1011,934,366,203,259,246,129,0,33.2,1693,3522,3451,3311,459,375,3451,1310,2141,61.2,375,145,230,63,5144,4721,423,4721,94,4622,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,423,109,0,0,107,103,38,5144,376,4938,169,5,0,145,5144,332,16,38,0,278,4812,58,4522,0,5,0,0,227,0,227,2325,3244,1240,2004,ACS_Demographic_DC_CensusTract_108,,{C20D5EAD-4B2B-431C-BC47-785411736430},009602,0,0
106,8.02,1688582,669985,11001000802,"Census Tract 8.02; District of Columbia; District of Columbia",3306,1694,1612,105.1,180,254,106,87,107,553,401,401,227,256,353,291,90,44,604,2722,2702,2665,922,734,2702,1374,1328,103.5,734,439,295,148.8,3306,3074,232,3074,2480,222,0,0,0,0,0,190,44,108,25,0,7,0,6,0,0,0,0,0,182,232,38,0,31,129,0,34,3306,2678,294,0,221,0,345,3306,444,75,0,24,345,2862,2384,212,0,190,0,0,76,31,45,1529,2178,1042,1136,ACS_Demographic_DC_CensusTract_109,,{840B71E5-0F96-4DB0-9EE5-3E78269E04FB},000802,0,0
107,13.01,2855501,26550,11001001301,"Census Tract 13.01; District of Columbia; District of Columbia",4041,1610,2431,66.2,85,188,210,113,466,773,524,396,257,167,352,229,281,37.7,565,3541,3476,3325,1001,862,3476,1377,2099,65.6,862,287,575,49.9,4041,3769,272,3769,2749,792,0,0,0,0,0,95,42,0,16,0,8,0,29,0,0,0,0,0,133,272,140,0,35,29,3,12,4041,2993,960,3,183,0,214,4041,326,102,0,0,224,3715,2587,757,0,79,0,47,245,14,231,2138,3162,1228,1934,ACS_Demographic_DC_CensusTract_110,,{B550F9EA-B38C-48C8-B162-98682A1ED627},001301,0,0
108,20.01,632724,1132,11001002001,"Census Tract 20.01; District of Columbia; District of Columbia",3440,1741,1699,102.5,338,397,205,169,81,472,634,348,300,223,193,72,8,35.6,1054,2450,2386,2325,434,273,2386,1273,1113,114.4,273,153,120,127.5,3440,3262,178,3262,306,1499,0,0,0,0,0,157,105,8,7,0,10,15,12,0,0,0,0,0,1300,178,43,0,21,16,18,76,3440,389,1640,18,179,0,1395,3440,1439,447,24,0,968,2001,260,1492,0,157,0,0,92,6,86,1237,1234,655,579,ACS_Demographic_DC_CensusTract_111,,{2B1013AD-B758-480A-8D9A-815D29AD06CE},002001,0,0
109,77.08,745809,129100,11001007708,"Census Tract 77.08; District of Columbia; District of Columbia",2680,1320,1360,97.1,145,145,124,129,251,461,398,187,260,87,227,259,7,36.2,485,2233,2195,2035,542,493,2195,1068,1127,94.8,493,84,409,20.5,2680,2552,128,2552,3,2423,61,0,0,0,0,32,0,32,0,0,0,0,0,0,0,0,0,0,33,128,26,0,0,35,34,0,2680,97,2516,95,65,0,68,2680,33,0,0,0,33,2647,3,2423,61,32,0,0,128,35,93,1279,2195,1068,1127,ACS_Demographic_DC_CensusTract_112,,{173211DE-1C52-4C00-A205-510A5E8DC9C6},007708,0,0
110,14.02,895209,0,11001001402,"Census Tract 14.02; District of Columbia; District of Columbia",3472,1679,1793,93.6,299,326,178,113,67,245,527,399,210,120,420,294,274,44.7,888,2640,2584,2551,1070,988,2584,1215,1369,88.8,988,402,586,68.6,3472,3088,384,3088,2379,382,0,0,0,0,0,113,33,15,12,0,13,15,25,14,14,0,0,0,200,384,60,20,111,178,0,0,3472,2763,442,20,224,29,378,3472,608,0,0,264,344,2864,2017,374,0,113,14,103,243,52,191,1677,2375,1143,1232,ACS_Demographic_DC_CensusTract_113,,{733FDD76-FCB1-4021-926E-B3A16A3C7AC3},001402,0,0
111,47.02,326418,0,11001004702,"Census Tract 47.02; District of Columbia; District of Columbia",3465,1533,1932,79.3,57,0,0,3,212,1853,536,308,109,97,143,88,59,32,57,3408,3408,3400,372,290,3408,1497,1911,78.3,290,147,143,102.8,3465,3316,149,3316,2327,628,0,0,0,0,0,260,37,109,13,0,59,0,42,0,0,0,0,0,101,149,32,8,60,37,0,0,3465,2476,660,20,320,0,150,3465,341,36,18,49,238,3124,2118,628,0,260,0,11,107,7,100,2438,3084,1353,1731,ACS_Demographic_DC_CensusTract_114,,{A723B40E-7D37-4F7B-9706-D1577B76A447},004702,0,0
112,76.01,1115359,141529,11001007601,"Census Tract 76.01; District of Columbia; District of Columbia",5226,1995,3231,61.7,526,432,182,241,383,873,866,567,203,228,431,254,40,33.7,1233,4022,3993,3845,816,725,3993,1499,2494,60.1,725,256,469,54.6,5226,5030,196,5030,396,4580,0,0,0,0,0,26,0,26,0,0,0,0,0,0,0,0,0,0,28,196,48,0,0,111,0,15,5226,577,4658,0,41,7,154,5226,345,126,34,0,185,4881,334,4451,0,26,0,0,70,0,70,2404,3926,1442,2484,ACS_Demographic_DC_CensusTract_115,,{6EBC55CB-B8CF-4949-9670-C8CDE2D7E97E},007601,0,0
113,75.04,764081,0,11001007504,"Census Tract 75.04; District of Columbia; District of Columbia",2795,1545,1250,123.6,226,305,153,155,156,459,300,329,288,184,126,83,31,34.3,829,2081,1966,1930,357,240,1966,966,1000,96.6,240,112,128,87.5,2795,2716,79,2716,25,2679,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,79,0,0,0,18,33,0,2795,71,2740,40,10,0,51,2795,56,10,0,0,46,2739,25,2669,7,0,0,5,33,0,33,1488,1966,966,1000,ACS_Demographic_DC_CensusTract_116,,{20160649-E433-44EA-BD1D-B9D6F29D2B4E},007504,0,0
114,99.02,1294556,0,11001009902,"Census Tract 99.02; District of Columbia; District of Columbia",3090,1545,1545,100,192,108,176,65,78,346,433,310,160,810,174,83,155,48.3,480,2614,2610,2549,899,412,2610,1247,1363,91.5,412,161,251,64.1,3090,2967,123,2967,123,2724,0,0,0,0,0,11,0,0,0,0,11,0,0,0,0,0,0,0,109,123,0,0,0,0,0,42,3090,185,2847,81,82,0,151,3090,140,98,3,39,0,2950,123,2724,0,11,0,11,81,0,81,1310,2499,1214,1285,ACS_Demographic_DC_CensusTract_117,,{12B28E04-744F-49DF-ABA7-E842D1724FFD},009902,0,0
115,26,2106150,60195,11001002600,"Census Tract 26; District of Columbia; District of Columbia",2630,1255,1375,91.3,249,107,152,111,52,372,370,324,123,204,385,109,72,42.4,597,2086,2033,2011,716,566,2033,1030,1003,102.7,566,190,376,50.5,2630,2422,208,2422,918,1268,0,0,0,0,0,33,21,12,0,0,0,0,0,0,0,0,0,0,203,208,8,4,13,127,0,36,2630,1070,1332,4,66,0,370,2630,385,22,23,4,336,2245,909,1257,0,33,0,0,46,9,37,936,1829,892,937,ACS_Demographic_DC_CensusTract_118,,{F7C85F41-6D36-4A5E-B3E3-69459BEB9784},002600,0,0
116,96.01,1905262,189666,11001009601,"Census Tract 96.01; District of Columbia; District of Columbia",2035,694,1341,51.8,113,34,250,163,254,251,219,263,122,167,162,22,15,31.8,512,1623,1523,1466,290,199,1523,425,1098,38.7,199,54,145,37.2,2035,1964,71,1964,39,1879,0,0,0,0,0,10,0,9,1,0,0,0,0,0,0,0,0,0,36,71,1,3,11,0,8,0,2035,58,1892,59,21,0,80,2035,80,0,0,0,80,1955,39,1879,0,10,0,0,27,0,27,934,1516,425,1091,ACS_Demographic_DC_CensusTract_119,,{0C50C1F5-6752-4226-AE44-255D9BEA87EA},009601,0,0
117,2.02,776435,439661,11001000202,"Census Tract 2.02; District of Columbia; District of Columbia",3919,1783,2136,83.5,109,77,29,349,784,327,356,223,350,490,545,215,65,39.5,258,3704,3661,3193,955,825,3661,1630,2031,80.3,825,375,450,83.3,3919,3624,295,3624,3087,160,5,0,0,0,0,305,92,104,0,0,26,54,29,36,36,0,0,0,31,295,31,4,9,198,0,5,3919,3374,200,17,322,72,238,3919,329,36,3,0,290,3590,2983,154,0,305,36,14,98,19,79,1957,3327,1424,1903,ACS_Demographic_DC_CensusTract_120,,{7DE7267B-4F3A-4DC6-B994-C5CFCCAAB70C},000202,0,0
118,43,236694,0,11001004300,"Census Tract 43; District of Columbia; District of Columbia",4173,1857,2316,80.2,291,71,16,0,225,1632,1119,328,35,126,227,64,39,34.6,378,3795,3795,3795,430,330,3795,1776,2019,88,330,99,231,42.9,4173,3167,1006,3167,2558,335,18,0,18,0,0,167,125,13,0,5,0,0,24,23,0,0,0,23,66,1006,16,0,25,767,0,33,4173,3504,411,145,230,23,1004,4173,752,84,18,52,598,3421,2301,308,18,167,23,0,604,525,79,2699,3191,1627,1564,ACS_Demographic_DC_CensusTract_121,,{448A359D-640F-4021-A75C-ED5808BDB5BC},004300,0,0
119,68.04,1542277,477741,11001006804,"Census Tract 68.04; District of Columbia; District of Columbia",2102,1714,388,441.8,0,0,7,73,259,700,424,273,144,49,152,18,3,35.3,7,2095,2095,1982,216,173,2095,1707,388,439.9,173,31,142,21.8,2102,2091,11,2091,197,1767,18,0,0,0,0,50,0,0,0,0,43,7,0,0,0,0,0,0,59,11,0,0,0,11,0,0,2102,208,1767,18,50,0,70,2102,112,54,6,0,52,1990,163,1754,18,50,0,5,0,0,0,18,2031,1677,354,ACS_Demographic_DC_CensusTract_122,,{B3598CD4-FB3F-4E60-B70E-FEC445332BA6},006804,0,0
120,41,788701,7303,11001004100,"Census Tract 41; District of Columbia; District of Columbia",2462,977,1485,65.8,255,50,23,8,77,672,332,240,69,184,245,269,38,39.8,336,2134,2126,2126,665,552,2126,954,1172,81.4,552,244,308,79.2,2462,2165,297,2165,1692,278,8,0,0,0,0,158,28,23,38,0,0,0,69,0,0,0,0,0,29,297,0,0,175,43,0,0,2462,1960,278,8,412,0,151,2462,401,114,91,16,180,2061,1533,278,0,132,0,0,118,0,118,1587,1827,776,1051,ACS_Demographic_DC_CensusTract_123,,{6B79CBB6-5061-48A3-8DBE-AB0B4D9E80FE},004100,0,0
121,101,579230,0,11001010100,"Census Tract 101; District of Columbia; District of Columbia",2723,1293,1430,90.4,27,15,0,9,191,1148,638,229,48,150,59,144,65,34.9,42,2681,2681,2672,336,268,2681,1277,1404,91,268,107,161,66.5,2723,2380,343,2380,1690,240,0,0,0,0,0,393,45,215,10,27,25,9,62,0,0,0,0,0,57,343,88,0,55,59,0,77,2723,1956,469,64,448,0,257,2723,443,60,76,0,307,2280,1466,240,0,393,0,0,181,38,143,2065,2266,1158,1108,ACS_Demographic_DC_CensusTract_124,,{AD15CB8B-FA12-422F-BA71-0C2775D4C8E1},010100,0,0
122,49.01,271866,0,11001004901,"Census Tract 49.01; District of Columbia; District of Columbia",3251,1667,1584,105.2,70,37,90,201,177,1284,510,250,89,104,290,125,24,32.1,226,3038,3025,2853,493,439,3025,1555,1470,105.8,439,208,231,90,3251,3056,195,3056,1832,1057,0,0,0,0,0,117,14,8,0,0,91,0,4,0,0,0,0,0,50,195,30,0,28,71,0,10,3251,2017,1153,0,145,0,187,3251,301,45,10,45,201,2950,1731,1016,0,117,0,0,86,36,50,2034,2975,1535,1440,ACS_Demographic_DC_CensusTract_125,,{F18B5D55-63B6-47B5-A665-A4EEDE9868B3},004901,0,0
123,59,641993,0,11001005900,"Census Tract 59; District of Columbia; District of Columbia",2296,1295,1001,129.4,19,0,0,37,343,969,296,290,122,100,110,0,10,32.4,26,2277,2270,2205,207,120,2270,1288,982,131.2,120,49,71,69,2296,2167,129,2167,1596,342,0,0,0,0,0,193,49,45,0,0,27,33,39,0,0,0,0,0,36,129,0,23,29,37,0,30,2296,1690,372,23,232,0,113,2296,202,46,59,33,64,2094,1444,342,0,193,0,17,98,41,57,1592,2094,1204,890,ACS_Demographic_DC_CensusTract_126,,{B6AAADE5-5FE8-4C66-97C4-A7D5098E6406},005900,0,0
124,99.01,2102150,0,11001009901,"Census Tract 99.01; District of Columbia; District of Columbia",2140,1001,1139,87.9,178,63,25,35,21,302,211,257,179,135,305,206,223,52.6,291,1853,1849,1839,823,734,1849,843,1006,83.8,734,270,464,58.2,2140,2042,98,2042,152,1756,0,0,0,0,0,19,7,12,0,0,0,0,0,0,0,0,0,0,115,98,0,0,13,5,0,0,2140,250,1836,0,105,0,127,2140,18,0,0,0,18,2122,152,1750,0,19,0,115,86,0,86,1077,1844,838,1006,ACS_Demographic_DC_CensusTract_127,,{DECDAF32-796C-4A3F-A5C5-464BDC919438},009901,0,0
125,79.01,402041,0,11001007901,"Census Tract 79.01; District of Columbia; District of Columbia",4505,2291,2214,103.5,390,302,210,300,197,995,572,354,274,183,609,60,59,34.2,1129,3421,3376,3303,841,728,3376,1731,1645,105.2,728,356,372,95.7,4505,3947,558,3947,998,2815,0,0,0,0,0,21,0,0,0,0,0,0,21,0,0,0,0,0,113,558,226,0,61,18,145,108,4505,1303,3294,145,82,0,239,4505,473,82,16,0,375,4032,828,2701,0,21,0,50,432,0,432,1959,3241,1647,1594,ACS_Demographic_DC_CensusTract_128,,{E475BB1A-C204-495A-8877-DBA1454E5595},007901,0,0
126,18.03,1136289,31909,11001001803,"Census Tract 18.03; District of Columbia; District of Columbia",4218,2090,2128,98.2,215,369,381,258,199,464,966,330,366,146,221,218,85,36.4,1131,3164,3087,2949,599,524,3087,1445,1642,88,524,154,370,41.6,4218,3966,252,3966,470,2340,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,1150,252,0,16,11,188,29,8,4218,685,2377,45,17,0,1346,4218,1376,65,10,0,1301,2842,433,2317,0,6,0,46,40,0,40,1829,2049,914,1135,ACS_Demographic_DC_CensusTract_129,,{035FFA39-1428-4CD4-BDB4-83FEFDDF1297},001803,0,0
