OBJECTID,NAME20,ALAND20,AWATER20,GEOID,NAME,DP05_0001E,DP05_0002E,DP05_0003E,DP05_0004E,DP05_0005E,DP05_0006E,DP05_0007E,DP05_0008E,DP05_0009E,DP05_0010E,DP05_0011E,DP05_0012E,DP05_0013E,DP05_0014E,DP05_0015E,DP05_0016E,DP05_0017E,DP05_0018E,DP05_0019E,DP05_0020E,DP05_0021E,DP05_0022E,DP05_0023E,DP05_0024E,DP05_0025E,DP05_0026E,DP05_0027E,DP05_0028E,DP05_0029E,DP05_0030E,DP05_0031E,DP05_0032E,DP05_0033E,DP05_0034E,DP05_0035E,DP05_0036E,DP05_0037E,DP05_0038E,DP05_0039E,DP05_0040E,DP05_0041E,DP05_0042E,DP05_0043E,DP05_0044E,DP05_0045E,DP05_0046E,DP05_0047E,DP05_0048E,DP05_0049E,DP05_0050E,DP05_0051E,DP05_0052E,DP05_0053E,DP05_0054E,DP05_0055E,DP05_0056E,DP05_0057E,DP05_0058E,DP05_0059E,DP05_0060E,DP05_0061E,DP05_0062E,DP05_0063E,DP05_0064E,DP05_0065E,DP05_0066E,DP05_0067E,DP05_0068E,DP05_0069E,DP05_0070E,DP05_0071E,DP05_0072E,DP05_0073E,DP05_0074E,DP05_0075E,DP05_0076E,DP05_0077E,DP05_0078E,DP05_0079E,DP05_0080E,DP05_0081E,DP05_0082E,DP05_0083E,DP05_0084E,DP05_0085E,DP05_0086E,DP05_0087E,DP05_0088E,DP05_0089E,DP05_0090E,DP05_0091E,GIS_ID,SE_ANNO_CAD_DATA,GLOBALID,TRACTCE,SHAPEAREA,SHAPELEN
1,32,447929,0,11001003200,"Census Tract 32; District of Columbia; District of Columbia",4136,1895,2241,84.6,316,328,307,165,177,1155,492,401,187,225,296,55,32,32.1,1029,3146,3107,3020,559,383,3107,1448,1659,87.3,383,100,283,35.3,4136,3884,252,3884,1791,1684,0,0,0,0,0,143,87,15,0,9,8,0,24,0,0,0,0,0,266,252,35,0,18,83,22,53,4136,1957,1816,28,196,8,413,4136,705,43,89,0,573,3431,1521,1661,0,143,0,0,106,13,93,1979,2830,1274,1556,ACS_Demographic_DC_CensusTract_36,,{1ABB8A08-11DB-4493-8024-FFDA40527746},003200,0,0
2,34,911458,159593,11001003400,"Census Tract 34; District of Columbia; District of Columbia",3800,1539,2261,68.1,73,65,42,1178,443,961,520,209,82,38,137,47,5,25.8,292,3620,3508,2324,227,189,3508,1374,2134,64.4,189,98,91,107.7,3800,3301,499,3301,1154,1581,0,0,0,0,0,428,120,231,18,0,3,27,29,14,0,14,0,0,124,499,28,7,79,333,0,39,3800,1614,1648,20,507,14,509,3800,418,33,32,0,353,3382,1083,1560,0,418,14,82,225,111,114,1349,3277,1266,2011,ACS_Demographic_DC_CensusTract_37,,{0A54B70F-F745-454D-A06D-C5BDB338EBE3},003400,0,0
3,35,382021,0,11001003500,"Census Tract 35; District of Columbia; District of Columbia",3955,2106,1849,113.9,49,35,0,494,874,1589,325,209,118,109,59,69,25,28.4,153,3864,3802,3024,224,153,3802,2033,1769,114.9,153,70,83,84.3,3955,3633,322,3633,1386,2042,38,0,0,0,0,118,26,25,0,0,10,5,52,0,0,0,0,0,49,322,53,0,93,102,6,26,3955,1658,2145,68,229,0,201,3955,246,64,39,0,143,3709,1370,1996,24,118,0,0,201,40,161,2099,3575,1884,1691,ACS_Demographic_DC_CensusTract_38,,{78724812-5166-4ED3-A94D-39A2A9478B91},003500,0,0
4,53.02,117635,0,11001005302,"Census Tract 53.02; District of Columbia; District of Columbia",2538,1388,1150,120.7,234,32,23,0,154,1136,576,118,66,62,111,26,0,31,289,2249,2249,2249,172,137,2249,1227,1022,120.1,137,68,69,98.6,2538,2360,178,2360,1924,30,0,0,0,0,0,265,58,38,0,94,65,0,10,0,0,0,0,0,141,178,51,0,21,106,0,0,2538,2102,81,0,286,0,247,2538,416,61,0,0,355,2122,1755,30,0,265,0,0,72,27,45,1719,1855,1082,773,ACS_Demographic_DC_CensusTract_39,,{059FFEB1-6365-4AEE-9365-5AA9C21C6121},005302,0,0
5,44.02,274746,0,11001004402,"Census Tract 44.02; District of Columbia; District of Columbia",2464,1265,1199,105.5,187,51,4,5,256,809,445,188,112,144,199,64,0,34.5,245,2219,2219,2116,365,263,2219,1157,1062,108.9,263,164,99,165.7,2464,2102,362,2102,1238,570,53,0,0,0,0,137,25,12,56,0,6,0,38,0,0,0,0,0,104,362,47,0,0,53,262,0,2464,1338,879,315,137,0,157,2464,176,43,0,20,113,2288,1219,570,19,137,0,25,318,9,309,1392,2191,1142,1049,ACS_Demographic_DC_CensusTract_40,,{183878F1-AF71-4643-93BA-B91B37170855},004402,0,0
6,106.02,542509,0,11001010602,"Census Tract 106.02; District of Columbia; District of Columbia",6682,3164,3518,89.9,381,394,195,165,434,2140,1201,765,187,406,179,218,17,32.8,1129,5712,5553,5471,597,414,5553,2514,3039,82.7,414,220,194,113.4,6682,6256,426,6256,3415,2299,0,0,0,0,0,388,82,36,21,77,132,13,27,0,0,0,0,0,154,426,138,59,66,146,0,17,6682,3824,2454,59,454,0,317,6682,411,92,12,20,287,6271,3226,2296,0,388,0,131,230,26,204,3376,5297,2420,2877,ACS_Demographic_DC_CensusTract_41,,{B87BC824-C6AB-4C4A-AF9E-A7B0205C6CB7},010602,0,0
7,40.01,271037,2414,11001004001,"Census Tract 40.01; District of Columbia; District of Columbia",4250,2041,2209,92.4,217,85,76,45,115,2015,624,288,159,181,184,216,45,33.1,423,3841,3827,3827,546,445,3827,1833,1994,91.9,445,228,217,105.1,4250,3970,280,3970,3132,535,0,0,0,0,0,223,58,31,13,0,41,45,35,0,0,0,0,0,80,280,118,21,37,78,0,0,4250,3412,653,47,260,0,184,4250,481,91,0,0,390,3769,2958,397,0,223,0,15,176,0,176,2498,3592,1733,1859,ACS_Demographic_DC_CensusTract_1,,{36C81495-1BF4-4407-BDC8-CF336CD6C638},004001,0,0
8,40.02,194755,0,11001004002,"Census Tract 40.02; District of Columbia; District of Columbia",3146,1526,1620,94.2,0,119,172,60,168,1021,320,582,166,95,328,89,26,35.5,341,2831,2805,2795,473,443,2805,1270,1535,82.7,443,65,378,17.2,3146,2776,370,2776,2246,168,0,0,0,0,0,166,100,6,0,33,0,13,14,0,0,0,0,0,196,370,0,54,195,121,0,0,3146,2616,168,54,361,0,317,3146,367,191,20,0,156,2779,2202,168,0,166,0,0,243,48,195,2326,2447,1012,1435,ACS_Demographic_DC_CensusTract_2,,{89793A2E-DA39-452A-A786-5B8B9AC99B8C},004002,0,0
9,36,305616,0,11001003600,"Census Tract 36; District of Columbia; District of Columbia",4630,2180,2450,89,88,223,159,19,333,1526,1108,375,267,139,219,95,79,34.7,472,4158,4158,4139,437,393,4158,1795,2363,76,393,110,283,38.9,4630,4461,169,4461,2687,1296,8,0,0,0,0,248,68,49,0,0,101,0,30,0,0,0,0,0,222,169,13,0,6,139,0,0,4630,2856,1309,19,265,0,372,4630,715,85,16,0,614,3915,2435,1188,8,248,0,17,19,0,19,2397,3901,1621,2280,ACS_Demographic_DC_CensusTract_3,,{98FCF544-1D35-4AB2-8A9D-084E41A4AEFB},003600,0,0
10,42.01,204529,0,11001004201,"Census Tract 42.01; District of Columbia; District of Columbia",3273,1757,1516,115.9,13,0,0,18,382,1297,542,373,348,203,81,16,0,33.2,13,3260,3260,3242,253,97,3260,1757,1503,116.9,97,66,31,212.9,3273,3011,262,3011,2711,132,0,0,0,0,0,168,14,59,0,0,68,12,15,0,0,0,0,0,0,262,91,0,25,124,0,0,3273,2959,223,22,193,0,146,3273,339,14,21,27,277,2934,2508,121,0,168,0,0,137,13,124,2293,3021,1631,1390,ACS_Demographic_DC_CensusTract_4,,{BAEE0705-4825-4F18-A17A-7ADD9DC1BDDB},004201,0,0
11,42.02,207646,0,11001004202,"Census Tract 42.02; District of Columbia; District of Columbia",2486,1233,1253,98.4,29,0,0,33,196,1293,237,172,105,127,227,64,3,31.4,42,2444,2444,2419,400,294,2444,1219,1225,99.5,294,110,184,59.8,2486,2070,416,2070,1649,53,0,0,0,0,0,355,108,42,15,15,72,45,58,0,0,0,0,0,13,416,200,59,41,88,0,16,2486,2037,281,59,408,0,117,2486,431,190,15,53,173,2055,1533,53,0,344,0,13,112,19,93,1627,2194,1109,1085,ACS_Demographic_DC_CensusTract_5,,{3348D260-D50D-41AC-BF8D-01620BB0724C},004202,0,0
12,74.07,608700,0,11001007407,"Census Tract 74.07; District of Columbia; District of Columbia",3216,1357,1859,73,262,237,339,272,91,561,601,125,242,144,233,70,39,32.4,1062,2299,2154,2106,455,342,2154,692,1462,47.3,342,119,223,53.4,3216,3145,71,3145,65,3027,0,0,0,0,0,53,0,53,0,0,0,0,0,0,0,0,0,0,0,71,29,0,0,0,28,0,3216,108,3098,28,53,0,14,3216,101,0,61,0,40,3115,65,2940,0,53,0,0,57,0,57,1614,2121,692,1429,ACS_Demographic_DC_CensusTract_6,,{1254994D-9D91-42A2-8608-8C5694529145},007407,0,0
13,68.01,244750,0,11001006801,"Census Tract 68.01; District of Columbia; District of Columbia",2315,1236,1079,114.6,231,70,42,67,246,555,548,201,161,81,87,18,8,34.5,389,1941,1926,1892,177,113,1926,1033,893,115.7,113,49,64,76.6,2315,2001,314,2001,1218,644,0,0,0,0,0,139,27,47,0,0,0,65,0,0,0,0,0,0,0,314,105,23,33,104,13,17,2315,1483,779,36,191,0,140,2315,168,104,34,0,30,2147,1154,644,0,139,0,0,210,36,174,1114,1865,1009,856,ACS_Demographic_DC_CensusTract_7,,{B391032B-CD06-48A7-9177-A594EB0AA4F7},006801,0,0
14,107,891588,0,11001010700,"Census Tract 107; District of Columbia; District of Columbia",1587,724,863,83.9,36,0,0,18,334,755,174,93,39,6,77,55,0,31.3,38,1551,1549,1496,132,132,1549,707,842,84,132,46,86,53.5,1587,1424,163,1424,1165,39,2,0,0,0,0,158,31,78,0,9,29,0,11,40,0,0,0,40,20,163,25,0,50,86,0,0,1587,1326,64,2,210,40,108,1587,179,28,22,3,126,1408,1084,39,0,158,40,5,82,7,75,1477,1322,591,731,ACS_Demographic_DC_CensusTract_8,,{7FBB85F9-3D94-434E-A57F-92820AB3699A},010700,0,0
15,96.04,503381,65762,11001009604,"Census Tract 96.04; District of Columbia; District of Columbia",2288,853,1435,59.4,279,124,95,23,136,593,169,286,103,137,188,92,63,32.3,512,1790,1776,1749,411,343,1776,600,1176,51,343,110,233,47.2,2288,2186,102,2186,82,2071,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,102,0,0,0,14,11,77,2288,96,2159,33,0,0,102,2288,210,0,0,12,198,2078,76,1972,0,0,0,11,19,8,11,948,1739,590,1149,ACS_Demographic_DC_CensusTract_9,,{3B14A1FE-A8D4-4450-A8B8-FC7A38A6BBFD},009604,0,0
16,2.01,505004,0,11001000201,"Census Tract 2.01; District of Columbia; District of Columbia",2384,999,1385,72.1,0,0,0,1360,946,32,12,24,10,0,0,0,0,19.8,27,2384,2357,517,0,0,2357,988,1369,72.2,0,0,0,0,2384,2155,229,2155,1343,208,9,0,0,0,0,500,174,143,10,0,76,41,56,0,0,0,0,0,95,229,47,4,82,76,0,10,2384,1552,265,23,592,0,181,2384,309,80,56,0,173,2075,1219,203,6,500,0,4,143,4,139,0,2084,882,1202,ACS_Demographic_DC_CensusTract_10,,{0FCA2E07-781D-4002-88CF-76DF6416EF2F},000201,0,0
17,3,1042157,2305,11001000300,"Census Tract 3; District of Columbia; District of Columbia",5979,2919,3060,95.4,513,412,181,348,532,1047,1017,767,310,246,403,203,0,34.4,1335,4837,4644,4477,759,606,4644,2363,2281,103.6,606,310,296,104.7,5979,5072,907,5072,4525,156,0,0,0,0,0,300,82,44,27,35,39,0,73,0,0,0,0,0,91,907,92,0,69,708,0,0,5979,5432,248,0,369,38,837,5979,1253,127,0,65,1061,4726,3987,156,0,278,0,26,279,118,161,2785,3868,1896,1972,ACS_Demographic_DC_CensusTract_11,,{0400E6BE-2D0B-4F5D-8144-209ED329C8DD},000300,0,0
18,4,1541239,69,11001000400,"Census Tract 4; District of Columbia; District of Columbia",1652,742,910,81.5,39,62,174,84,58,293,123,310,90,74,168,93,84,44.5,319,1366,1333,1285,374,345,1333,644,689,93.5,345,177,168,105.4,1652,1493,159,1493,1158,27,0,0,0,0,0,262,35,16,0,2,3,202,4,0,0,0,0,0,46,159,0,0,45,114,0,0,1652,1317,27,0,307,0,160,1652,174,69,8,48,49,1478,1106,27,0,262,0,0,83,38,45,815,1181,544,637,ACS_Demographic_DC_CensusTract_12,,{84D48C5C-FD31-4B4F-9242-2F5A0216E657},000400,0,0
19,5.02,581507,0,11001000502,"Census Tract 5.02; District of Columbia; District of Columbia",3384,1447,1937,74.7,385,198,41,57,98,639,814,289,161,217,328,132,25,38.2,671,2725,2713,2686,641,485,2713,1159,1554,74.6,485,203,282,72,3384,3003,381,3003,2557,192,53,0,0,0,0,117,54,28,0,12,10,0,13,0,0,0,0,0,84,381,10,18,164,157,0,6,3384,2924,217,88,298,9,252,3384,522,82,20,76,344,2862,2328,148,0,117,0,34,235,29,206,1789,2503,1079,1424,ACS_Demographic_DC_CensusTract_13,,{002C917C-B2AE-4D48-98D6-D4F56440BF39},000502,0,0
20,46,437422,0,11001004600,"Census Tract 46; District of Columbia; District of Columbia",3153,1298,1855,70,166,47,259,18,262,884,513,429,125,102,176,122,50,34.5,490,2681,2663,2663,427,348,2663,1204,1459,82.5,348,175,173,101.2,3153,3050,103,3050,1351,1416,0,0,0,0,0,138,32,67,11,0,11,0,17,0,0,0,0,0,145,103,13,0,53,19,0,0,3153,1448,1429,0,197,12,170,3153,234,165,35,0,34,2919,1293,1416,0,119,0,7,84,6,78,1625,2606,1164,1442,ACS_Demographic_DC_CensusTract_14,,{FA1DC375-930F-470C-9C96-721482B1B313},004600,0,0
21,48.01,317222,0,11001004801,"Census Tract 48.01; District of Columbia; District of Columbia",2852,1490,1362,109.4,251,15,0,23,152,1100,505,181,115,93,239,178,0,34,289,2583,2563,2563,458,417,2563,1406,1157,121.5,417,190,227,83.7,2852,2683,169,2683,1509,801,0,0,0,0,0,107,18,50,28,0,3,0,8,0,0,0,0,0,266,169,29,16,45,11,14,16,2852,1648,863,35,166,30,301,2852,416,199,27,0,190,2436,1402,801,0,107,0,0,126,0,126,1548,2386,1381,1005,ACS_Demographic_DC_CensusTract_15,,{B5D5A429-5735-4ED9-839A-E94E80D2AF94},004801,0,0
22,48.02,288793,0,11001004802,"Census Tract 48.02; District of Columbia; District of Columbia",3224,1919,1305,147,58,130,179,89,201,922,480,441,238,161,254,71,0,36.4,450,2857,2774,2768,446,325,2774,1627,1147,141.8,325,140,185,75.7,3224,3049,175,3049,1043,1187,16,0,0,0,0,462,0,427,17,0,18,0,0,0,0,0,0,0,341,175,38,0,37,27,0,71,3224,1147,1296,16,501,0,441,3224,543,73,38,71,361,2681,946,1171,0,462,0,0,102,25,77,1843,2590,1485,1105,ACS_Demographic_DC_CensusTract_16,,{C7D8F131-FD60-4F7A-9F7B-A5A8B6EDC5F4},004802,0,0
23,49.02,263879,0,11001004902,"Census Tract 49.02; District of Columbia; District of Columbia",3355,1601,1754,91.3,48,135,89,18,303,1345,652,376,193,55,89,52,0,33.3,290,3083,3065,3065,196,141,3065,1496,1569,95.3,141,73,68,107.4,3355,2974,381,2974,1983,668,0,0,0,0,0,146,61,39,0,0,25,0,21,0,0,0,0,0,177,381,60,0,79,229,0,0,3355,2364,741,13,225,0,406,3355,512,67,21,22,402,2843,1895,668,0,146,0,9,125,10,115,2230,2811,1333,1478,ACS_Demographic_DC_CensusTract_17,,{1F6C9726-CCA6-4F35-BA04-6DFBD801D1BB},004902,0,0
24,74.01,1209113,200980,11001007401,"Census Tract 74.01; District of Columbia; District of Columbia",1407,509,898,56.7,100,121,65,19,121,263,130,132,63,65,215,96,17,36.5,286,1121,1121,1078,335,328,1121,418,703,59.5,328,119,209,56.9,1407,1407,0,1407,57,1250,0,0,0,0,0,39,0,7,0,0,32,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,1407,57,1250,0,39,0,61,1407,48,0,0,0,48,1359,27,1250,0,39,0,43,0,0,0,952,1076,401,675,ACS_Demographic_DC_CensusTract_18,,{9C342019-D4FC-475F-BAC3-F0FAD2F1C48D},007401,0,0
25,74.03,330904,0,11001007403,"Census Tract 74.03; District of Columbia; District of Columbia",2421,1166,1255,92.9,152,248,512,57,121,377,399,291,80,58,32,78,16,28.5,947,1509,1474,1452,165,126,1474,596,878,67.9,126,16,110,14.5,2421,2421,0,2421,10,2050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,361,0,0,0,0,0,0,0,2421,10,2050,0,0,0,361,2421,66,0,66,0,0,2355,10,1984,0,0,0,361,0,0,0,1094,1458,580,878,ACS_Demographic_DC_CensusTract_19,,{61C00ECA-56E6-4FC8-A6CD-5BB7AB9CC8B0},007403,0,0
26,55.03,213338,4682,11001005503,"Census Tract 55.03; District of Columbia; District of Columbia",1726,846,880,96.1,0,0,0,25,446,269,449,78,136,110,93,48,72,35.9,0,1726,1726,1448,252,213,1726,846,880,96.1,213,60,153,39.2,1726,1665,61,1665,1453,83,0,0,0,0,0,117,72,45,0,0,0,0,0,0,0,0,0,0,12,61,0,11,15,35,0,0,1726,1514,83,11,132,0,47,1726,235,0,42,13,180,1491,1308,70,0,87,0,0,26,0,26,1496,1460,654,806,ACS_Demographic_DC_CensusTract_20,,{5065D5C1-9C87-4F1A-B760-6573F7EB3F00},005503,0,0
27,58.01,232951,0,11001005801,"Census Tract 58.01; District of Columbia; District of Columbia",1775,786,989,79.5,17,0,21,4,96,474,241,431,108,60,211,87,25,46.8,38,1737,1737,1726,325,323,1737,765,972,78.7,323,131,192,68.2,1775,1750,25,1750,1279,211,0,0,0,0,0,247,0,190,19,0,25,0,13,0,0,0,0,0,13,25,0,0,15,10,0,0,1775,1304,211,0,262,0,23,1775,259,89,0,31,139,1516,1043,211,0,247,0,0,15,0,15,1509,1609,719,890,ACS_Demographic_DC_CensusTract_21,,{9812D304-3F34-4BF7-BB55-4FB237CF2DFB},005801,0,0
28,98.04,518363,5609,11001009804,"Census Tract 98.04; District of Columbia; District of Columbia",2908,1040,1868,55.7,271,236,246,295,378,369,396,232,224,111,101,49,0,25.4,946,2079,1962,1815,210,150,1962,621,1341,46.3,150,46,104,44.2,2908,2653,255,2653,99,2324,0,0,0,0,0,65,0,53,8,0,0,0,4,0,0,0,0,0,165,255,185,0,14,6,0,0,2908,304,2559,0,79,50,171,2908,322,29,89,0,204,2586,93,2229,0,65,0,0,199,0,199,1115,1892,587,1305,ACS_Demographic_DC_CensusTract_22,,{4BBAF6BD-6DE5-441C-8D43-686FC76CFDE2},009804,0,0
29,17.02,939295,0,11001001702,"Census Tract 17.02; District of Columbia; District of Columbia",3285,1270,2015,63,190,105,214,185,103,645,610,424,234,110,283,103,79,37.5,590,2732,2695,2582,497,465,2695,1015,1680,60.4,465,139,326,42.6,3285,3039,246,3039,1460,1358,0,0,0,0,0,58,31,0,0,0,11,0,16,0,0,0,0,0,163,246,64,0,34,77,0,12,3285,1669,1493,15,136,0,267,3285,277,117,0,0,160,3008,1315,1358,0,58,0,109,168,26,142,1821,2629,985,1644,ACS_Demographic_DC_CensusTract_23,,{35A32D96-4432-4379-8803-8D52D4D905FF},001702,0,0
30,103,1084591,0,11001010300,"Census Tract 103; District of Columbia; District of Columbia",4196,1982,2214,89.5,156,278,286,264,259,578,565,495,423,371,320,126,75,40.4,940,3428,3256,3143,711,521,3256,1438,1818,79.1,521,98,423,23.2,4196,3887,309,3887,745,2277,136,0,0,0,0,53,9,1,9,0,23,11,0,0,0,0,0,0,676,309,140,6,21,60,18,10,4196,1001,2499,189,99,0,746,4196,1042,21,60,0,961,3154,696,2259,0,53,0,0,146,10,136,1700,2849,1203,1646,ACS_Demographic_DC_CensusTract_24,,{1DBB0EF1-A3BB-43FA-9347-D091E1E17678},010300,0,0
31,18.04,601755,0,11001001804,"Census Tract 18.04; District of Columbia; District of Columbia",5166,2330,2836,82.2,285,717,518,89,90,714,882,621,343,253,430,112,112,38.7,1609,3557,3557,3544,819,654,3557,1394,2163,64.4,654,225,429,52.4,5166,4904,262,4904,268,2897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1739,262,37,0,0,22,0,2,5166,443,3137,116,201,116,1763,5166,2031,0,0,3,2028,3135,219,2562,0,0,0,232,122,0,122,2293,2299,666,1633,ACS_Demographic_DC_CensusTract_25,,{F5A005F4-74E3-4C9D-83E3-288FEA9054B3},001804,0,0
32,19.01,769304,0,11001001901,"Census Tract 19.01; District of Columbia; District of Columbia",4628,2036,2592,78.5,293,456,312,326,330,570,737,522,136,180,543,155,68,35.2,1379,3533,3249,3120,894,766,3249,1526,1723,88.6,766,362,404,89.6,4628,4079,549,4079,992,2902,0,0,0,0,0,22,0,16,0,0,0,0,6,0,0,0,0,0,163,549,73,140,14,271,0,0,4628,1506,3011,168,56,0,452,4628,805,11,25,113,656,3823,820,2858,0,22,0,11,112,0,112,1801,2926,1365,1561,ACS_Demographic_DC_CensusTract_26,,{D36786CC-86BE-4F6A-BF26-D1793C1D8F37},001901,0,0
33,19.02,877346,0,11001001902,"Census Tract 19.02; District of Columbia; District of Columbia",2273,1037,1236,83.9,148,161,185,45,153,156,506,238,147,192,218,62,62,43.1,516,1779,1757,1689,459,342,1757,799,958,83.4,342,168,174,96.6,2273,2018,255,2018,548,1264,0,0,0,0,0,52,0,3,15,0,0,26,8,0,0,0,0,0,154,255,95,0,15,2,6,135,2273,660,1502,6,69,0,291,2273,261,20,32,0,209,2012,544,1253,0,52,0,0,163,66,97,906,1639,740,899,ACS_Demographic_DC_CensusTract_27,,{33F44493-763F-4252-9F26-13213EB605C2},001902,0,0
34,50.01,200969,0,11001005001,"Census Tract 50.01; District of Columbia; District of Columbia",1936,1139,797,142.9,48,54,18,0,80,618,602,169,167,50,69,61,0,37.3,120,1816,1816,1816,145,130,1816,1079,737,146.4,130,54,76,71.1,1936,1830,106,1830,1481,182,0,0,0,0,0,153,99,34,0,0,0,0,20,0,0,0,0,0,14,106,32,0,17,43,0,0,1936,1587,214,0,170,14,57,1936,97,59,0,12,26,1839,1423,182,0,153,0,14,67,4,63,1206,1733,1049,684,ACS_Demographic_DC_CensusTract_28,,{954E65F0-236D-4CCB-B263-A98BEF7BD62F},005001,0,0
35,98.07,1037012,0,11001009807,"Census Tract 98.07; District of Columbia; District of Columbia",3462,1996,1466,136.2,294,74,179,111,116,559,651,297,60,543,240,275,63,40.7,579,2883,2883,2780,962,578,2883,1651,1232,134,578,251,327,76.8,3462,3382,80,3382,71,3191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,80,67,0,0,13,0,0,3462,151,3258,0,0,0,133,3462,133,0,104,0,29,3329,71,3191,0,0,0,0,67,0,67,1828,2831,1599,1232,ACS_Demographic_DC_CensusTract_29,,{3D5E58D6-1BC2-4BE3-97AF-9BDB8A87419D},009807,0,0
36,98.02,200745,0,11001009802,"Census Tract 98.02; District of Columbia; District of Columbia",1991,955,1036,92.2,210,220,119,69,26,366,139,265,92,67,289,112,17,34.5,605,1401,1386,1360,459,418,1386,596,790,75.4,418,190,228,83.3,1991,1897,94,1897,26,1855,0,0,0,0,0,16,0,0,0,0,16,0,0,0,0,0,0,0,0,94,94,0,0,0,0,0,1991,120,1949,0,16,0,0,1991,0,0,0,0,0,1991,26,1855,0,16,0,0,94,0,94,946,1362,583,779,ACS_Demographic_DC_CensusTract_30,,{279EABE7-9906-48DC-9E08-514DAD45580E},009802,0,0
37,98.03,531060,3756,11001009803,"Census Tract 98.03; District of Columbia; District of Columbia",2984,1578,1406,112.2,118,220,238,147,180,375,552,442,64,241,221,126,60,40.3,660,2400,2324,2238,532,407,2324,1245,1079,115.4,407,216,191,113.1,2984,2699,285,2699,69,2589,28,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,285,57,0,0,204,0,0,2984,330,2670,52,24,0,217,2984,223,13,3,0,207,2761,69,2583,28,0,0,0,81,0,81,1607,2282,1203,1079,ACS_Demographic_DC_CensusTract_31,,{2BD08A95-585A-4C3B-9E0A-3583B0A4D632},009803,0,0
38,20.02,849376,0,11001002002,"Census Tract 20.02; District of Columbia; District of Columbia",4392,2149,2243,95.8,309,327,343,101,391,356,863,1001,54,151,324,128,44,37.9,1012,3402,3380,3276,567,496,3380,1604,1776,90.3,496,181,315,57.5,4392,3733,659,3733,1505,1882,28,0,0,0,0,54,17,12,9,0,0,0,16,0,0,0,0,0,264,659,156,0,25,282,43,9,4392,2080,2211,150,144,0,578,4392,779,338,0,0,441,3613,1359,1882,0,54,0,0,318,9,309,1645,2928,1231,1697,ACS_Demographic_DC_CensusTract_32,,{20A92CAA-F232-4912-A559-E1694DA22C6E},002002,0,0
39,21.01,600992,0,11001002101,"Census Tract 21.01; District of Columbia; District of Columbia",6019,2861,3158,90.6,536,983,247,204,206,675,1572,573,371,23,426,130,73,36.3,1818,4253,4201,3960,635,629,4201,1927,2274,84.7,629,351,278,126.3,6019,5597,422,5597,1055,3646,0,0,0,0,0,33,0,11,3,0,19,0,0,0,0,0,0,0,863,422,41,0,35,69,65,111,6019,1200,3964,166,68,0,1144,6019,1736,160,216,0,1360,4283,674,3421,0,33,0,14,141,0,141,2556,3513,1599,1914,ACS_Demographic_DC_CensusTract_33,,{CC83EDA3-363D-49AB-BFC8-F83F3E18CE0C},002101,0,0
40,29,300632,0,11001002900,"Census Tract 29; District of Columbia; District of Columbia",4576,2415,2161,111.8,458,244,297,79,235,1347,816,458,117,127,343,20,35,30.8,1078,3549,3498,3453,492,398,3498,1874,1624,115.4,398,251,147,170.7,4576,4137,439,4137,2182,1234,12,0,0,0,0,186,101,18,26,0,9,0,32,0,0,0,0,0,523,439,91,0,60,234,0,14,4576,2579,1339,12,286,0,811,4576,1082,78,26,32,946,3494,1886,1205,0,186,0,42,175,20,155,1878,3082,1680,1402,ACS_Demographic_DC_CensusTract_34,,{8DCD4A5B-2AA8-4570-91D1-19BF2C036E51},002900,0,0
41,31,296819,0,11001003100,"Census Tract 31; District of Columbia; District of Columbia",3451,1751,1700,103,194,81,122,98,223,1543,789,158,66,25,106,24,22,32.1,447,3046,3004,2952,158,152,3004,1540,1464,105.2,152,11,141,7.8,3451,3216,235,3216,1854,776,13,0,0,0,0,75,0,18,0,7,28,15,7,0,0,0,0,0,498,235,11,0,7,154,22,0,3451,2067,828,57,104,0,671,3451,748,230,92,17,409,2703,1637,776,0,75,0,40,175,113,62,1902,2711,1416,1295,ACS_Demographic_DC_CensusTract_35,,{FC22AC95-C6CF-48B9-9982-CEBA995DF8AC},003100,0,0
42,25.04,311721,0,11001002504,"Census Tract 25.04; District of Columbia; District of Columbia",3128,1521,1607,94.6,111,180,234,95,109,930,762,201,72,134,217,58,25,33.9,553,2575,2575,2504,360,300,2575,1316,1259,104.5,300,179,121,147.9,3128,2804,324,2804,1203,681,0,0,0,0,0,185,175,0,0,0,10,0,0,0,0,0,0,0,735,324,0,34,0,232,0,51,3128,1476,739,41,185,0,1018,3128,1103,35,0,76,992,2025,912,681,0,185,0,6,241,200,41,1440,2185,1092,1093,ACS_Demographic_DC_CensusTract_48,,{DBA72575-8D36-445A-928E-816EE344D749},002504,0,0
