OBJECTID,NAME20,ALAND20,AWATER20,GEOID,NAME,DP02_0001E,DP02_0002E,DP02_0003E,DP02_0004E,DP02_0005E,DP02_0006E,DP02_0007E,DP02_0008E,DP02_0009E,DP02_0010E,DP02_0011E,DP02_0012E,DP02_0013E,DP02_0014E,DP02_0015E,DP02_0016E,DP02_0017E,DP02_0018E,DP02_0019E,DP02_0020E,DP02_0021E,DP02_0022E,DP02_0023E,DP02_0024E,DP02_0025E,DP02_0026E,DP02_0027E,DP02_0028E,DP02_0029E,DP02_0030E,DP02_0031E,DP02_0032E,DP02_0033E,DP02_0034E,DP02_0035E,DP02_0036E,DP02_0037E,DP02_0038E,DP02_0039E,DP02_0040E,DP02_0041E,DP02_0042E,DP02_0043E,DP02_0044E,DP02_0045E,DP02_0046E,DP02_0047E,DP02_0048E,DP02_0049E,DP02_0050E,DP02_0051E,DP02_0052E,DP02_0053E,DP02_0054E,DP02_0055E,DP02_0056E,DP02_0057E,DP02_0058E,DP02_0059E,DP02_0060E,DP02_0061E,DP02_0062E,DP02_0063E,DP02_0064E,DP02_0065E,DP02_0066E,DP02_0067E,DP02_0068E,DP02_0069E,DP02_0070E,DP02_0071E,DP02_0072E,DP02_0073E,DP02_0074E,DP02_0075E,DP02_0076E,DP02_0077E,DP02_0078E,DP02_0079E,DP02_0080E,DP02_0081E,DP02_0082E,DP02_0083E,DP02_0084E,DP02_0085E,DP02_0086E,DP02_0087E,DP02_0088E,DP02_0089E,DP02_0090E,DP02_0091E,DP02_0092E,DP02_0093E,DP02_0094E,DP02_0095E,DP02_0096E,DP02_0097E,DP02_0098E,DP02_0099E,DP02_0100E,DP02_0101E,DP02_0102E,DP02_0103E,DP02_0104E,DP02_0105E,DP02_0106E,DP02_0107E,DP02_0108E,DP02_0109E,DP02_0110E,DP02_0111E,DP02_0112E,DP02_0113E,DP02_0114E,DP02_0115E,DP02_0116E,DP02_0117E,DP02_0118E,DP02_0119E,DP02_0120E,DP02_0121E,DP02_0122E,DP02_0123E,DP02_0124E,DP02_0125E,DP02_0126E,DP02_0127E,DP02_0128E,DP02_0129E,DP02_0130E,DP02_0131E,DP02_0132E,DP02_0133E,DP02_0134E,DP02_0135E,DP02_0136E,DP02_0137E,DP02_0138E,DP02_0139E,DP02_0140E,DP02_0141E,DP02_0142E,DP02_0143E,DP02_0144E,DP02_0145E,DP02_0146E,DP02_0147E,DP02_0148E,DP02_0149E,DP02_0150E,DP02_0151E,DP02_0152E,DP02_0153E,DP02_0154E,GIS_ID,SE_ANNO_CAD_DATA,GLOBALID,TRACTCE,SHAPEAREA,SHAPELEN
173,21.02,725975,0,11001002102,"Census Tract 21.02; District of Columbia; District of Columbia",2254,669,308,99,8,512,0,370,174,974,75,543,119,466,596,2.09,2.95,4713,2254,649,94,1141,408,167,1912,862,748,5,1,296,2088,801,678,74,86,449,48,6,9,40,0,57,30,144,0,0,0,0,0,0,0,0,945,143,72,330,137,263,3701,36,170,735,750,105,948,957,3495,1905,3874,225,4758,545,888,80,3219,275,651,190,4715,4440,275,275,146,129,0,129,0,4768,3859,3810,1949,1861,49,909,909,393,516,958,49,37,12,909,232,677,909,37,54,168,0,650,0,4402,3255,1147,416,886,361,133,55,55,0,73,0,4768,329,0,6,0,0,219,39,25,295,0,0,190,32,0,0,0,0,15,0,20,0,563,9,0,0,9,218,2254,2131,1993,ACS_Social_DC_CensusTract_175,,{0D284A50-24A5-4BEC-B57E-7AA7F03DED02},002102,0,0
174,22.01,415173,0,11001002201,"Census Tract 22.01; District of Columbia; District of Columbia",1022,479,209,101,0,194,9,107,44,248,0,125,100,364,372,3.38,4.06,3450,1022,502,91,876,697,262,1280,479,619,14,53,115,1382,623,524,9,63,163,47,15,25,50,0,96,0,107,35,0,0,35,0,35,27,35,976,99,26,494,37,320,2311,284,48,446,269,34,499,731,1979,1230,2595,41,3454,310,859,0,2168,160,427,150,3413,2911,502,502,206,296,0,296,0,3465,2687,2589,1260,1329,98,778,778,423,355,876,98,45,53,778,277,501,778,70,48,82,0,578,0,3237,2272,965,434,739,403,166,31,8,0,52,0,3465,207,45,0,0,11,206,69,0,405,0,0,432,199,0,0,26,0,63,13,16,0,173,55,0,77,9,165,1022,934,886,ACS_Social_DC_CensusTract_176,,{5ED59EFA-94B4-4C7B-BC75-2EA669AD7604},002201,0,0
175,22.02,698895,566,11001002202,"Census Tract 22.02; District of Columbia; District of Columbia",1273,412,158,189,11,227,0,227,19,445,125,178,76,411,294,2.52,3.51,3212,1273,396,217,950,343,33,1187,638,418,45,40,46,1269,667,399,5,101,97,149,138,253,198,0,300,12,181,0,0,0,0,0,0,0,0,669,86,23,292,71,197,1926,113,115,395,338,20,361,584,1698,945,2377,82,3232,425,855,32,2037,319,340,74,3158,2530,628,628,613,15,0,15,0,3232,2723,2703,1593,1110,20,509,509,353,156,529,20,0,20,509,52,457,509,28,0,104,0,354,23,2781,2284,497,223,349,223,79,0,0,0,69,0,3232,111,41,12,12,0,77,70,0,265,0,0,71,197,37,0,57,0,12,0,141,0,127,0,0,46,2,115,1273,1145,1140,ACS_Social_DC_CensusTract_177,,{88184AC3-0E78-4838-9ED1-7CE1E339D375},002202,0,0
176,23.01,407679,0,11001002301,"Census Tract 23.01; District of Columbia; District of Columbia",1246,499,267,36,12,218,13,138,23,493,72,142,20,389,333,2.58,2.99,3219,1246,521,34,886,353,179,1170,447,612,0,48,63,1421,693,508,0,65,155,97,12,25,111,0,38,190,34,0,0,0,0,0,0,0,0,685,107,69,215,152,142,2232,23,136,354,288,41,581,809,2073,1390,2502,58,3233,200,731,0,2152,103,350,97,3103,2787,316,293,232,61,0,61,23,3233,2561,2476,1346,1130,85,672,672,319,353,757,85,8,77,672,317,355,672,148,17,157,5,345,0,2939,2233,706,261,460,217,108,0,15,0,123,44,3233,115,8,14,0,0,74,76,0,96,0,16,133,56,0,32,47,0,29,19,41,0,113,5,0,9,0,180,1246,1236,1056,ACS_Social_DC_CensusTract_178,,{E934321D-F755-44D3-BB66-9623016A9F65},002301,0,0
177,64,691410,243648,11001006400,"Census Tract 64; District of Columbia; District of Columbia",1467,137,25,102,0,511,3,379,56,717,117,417,132,220,291,1.81,2.72,2662,1467,146,117,593,172,167,1074,752,202,16,11,93,1194,876,125,0,117,76,23,0,0,32,0,26,61,75,39,0,39,0,0,39,0,0,425,5,24,60,176,160,1950,127,222,387,176,118,517,403,1601,920,2166,131,2638,567,472,30,1832,367,334,170,2637,2054,583,523,160,363,0,363,60,2662,2600,2581,1351,1230,19,62,62,44,18,81,19,0,19,62,15,47,62,15,14,18,0,15,0,2424,2300,124,28,21,10,92,10,11,8,0,0,2662,5,0,0,14,42,82,19,0,121,17,0,125,205,11,0,63,0,14,12,0,14,30,27,0,0,0,0,1467,1335,1127,ACS_Social_DC_CensusTract_179,,{8CD5EBA9-F1C9-4C13-9100-2B887FCF8EA5},006400,0,0
178,65,509297,0,11001006500,"Census Tract 65; District of Columbia; District of Columbia",1380,347,163,76,9,357,0,296,51,600,32,488,125,259,352,1.84,2.99,2545,1380,330,74,386,217,158,968,411,492,0,0,65,1390,800,378,22,7,183,108,56,86,119,185,80,144,55,0,0,0,0,0,0,0,0,460,52,51,141,138,78,2153,13,0,146,165,72,848,909,2140,1757,2236,156,2732,108,496,0,1820,81,416,27,2674,1972,702,692,525,167,0,167,10,2732,2400,2374,479,1895,26,332,332,190,142,358,26,10,16,332,147,185,332,75,112,6,0,113,26,2566,2179,387,112,212,98,83,0,24,14,68,0,2732,149,236,9,0,23,252,60,0,364,21,0,313,355,18,17,120,25,40,42,34,0,27,17,36,54,23,0,1380,1371,1318,ACS_Social_DC_CensusTract_180,,{4769C1AA-350B-4E0D-BC87-7610026325DE},006500,0,0
179,66,285156,0,11001006600,"Census Tract 66; District of Columbia; District of Columbia",1120,438,75,190,43,170,0,115,55,322,20,293,113,138,304,1.93,2.5,2165,1120,456,195,316,53,25,929,309,468,0,2,150,950,286,457,43,80,84,54,54,187,85,0,186,28,0,0,0,0,0,0,0,0,0,247,35,0,102,33,77,1809,40,0,0,175,19,428,1147,1769,1575,1848,111,2154,150,306,0,1433,48,415,102,2114,1414,700,690,176,514,0,514,10,2174,1957,1929,375,1554,28,217,217,97,120,245,28,0,28,217,25,192,217,109,70,0,0,38,0,2009,1726,283,46,78,38,179,0,26,8,0,0,2174,0,8,29,10,150,357,61,22,292,11,17,224,343,2,9,88,0,211,31,72,0,37,32,24,0,0,0,1120,1120,1027,ACS_Social_DC_CensusTract_181,,{375EB6B7-8E8C-493F-951D-D4DF2F28B913},006600,0,0
180,67,428358,0,11001006700,"Census Tract 67; District of Columbia; District of Columbia",2067,963,354,70,0,452,19,385,110,582,11,500,154,391,603,1.96,2.69,4053,2067,950,63,751,31,191,1733,663,984,9,19,58,1783,597,1000,0,105,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,666,134,89,161,103,179,3329,0,15,42,76,72,1042,2082,3314,3124,3387,254,3997,281,610,17,2472,92,915,172,4058,3283,775,653,297,356,0,356,122,4058,3818,3686,835,2851,132,240,240,217,23,372,132,13,119,240,7,233,240,31,72,34,0,96,7,3789,3542,247,23,88,11,103,0,40,12,16,0,4058,88,51,13,14,71,470,81,33,608,18,51,441,298,24,101,178,0,143,57,181,0,0,113,46,20,27,15,2067,2055,2039,ACS_Social_DC_CensusTract_182,,{D8298A26-60EC-4172-81DE-B5E6F857CBA0},006700,0,0
181,68.02,280108,0,11001006802,"Census Tract 68.02; District of Columbia; District of Columbia",1018,415,169,18,13,150,0,128,30,435,17,231,103,226,221,2.1,2.61,2136,1018,401,17,326,53,321,825,174,411,0,23,217,1026,471,412,36,21,86,59,21,52,81,0,120,46,19,0,0,0,0,0,0,0,0,242,48,21,59,37,77,1685,7,10,250,176,19,542,681,1668,1223,1800,107,2128,119,328,0,1519,33,281,86,2117,1659,458,458,236,222,0,222,0,2158,2113,2078,562,1516,35,45,45,25,20,80,35,17,18,45,8,37,45,34,11,0,0,0,0,1948,1866,82,8,1,0,73,0,8,8,0,0,2158,23,0,24,14,20,232,7,19,220,0,0,308,191,29,14,85,0,22,23,11,0,0,9,4,0,9,1,1018,1003,812,ACS_Social_DC_CensusTract_183,,{A0093117-9DC4-4BD6-8A09-4ECC70297A8D},006802,0,0
182,74.08,372349,0,11001007408,"Census Tract 74.08; District of Columbia; District of Columbia",1443,45,25,83,35,446,0,393,10,869,343,368,122,555,302,2.52,4.24,3633,1443,24,82,1678,339,67,1132,912,60,33,0,127,1224,1005,138,0,13,68,101,101,129,129,0,131,145,104,27,0,27,0,0,27,27,0,1602,356,130,831,72,213,2146,70,149,975,589,104,154,105,1927,259,2286,40,3805,491,1749,0,1737,301,319,190,3912,3082,830,830,764,66,0,66,0,4035,4005,3988,3258,730,17,30,30,8,22,47,17,0,17,30,0,30,30,0,0,0,0,30,0,3338,3253,85,67,85,67,0,0,0,0,0,0,4035,156,0,0,0,0,0,0,0,11,0,0,11,2,0,0,0,0,0,0,0,0,102,0,0,0,0,49,1443,1282,1112,ACS_Social_DC_CensusTract_184,,{7298C332-CE61-4751-A259-EBFD7B334C06},007408,0,0
183,74.09,404873,5767,11001007409,"Census Tract 74.09; District of Columbia; District of Columbia",1815,172,56,54,14,426,202,224,64,1163,353,491,131,625,410,2.05,2.74,3718,1815,165,62,1370,218,88,998,680,190,56,16,56,1743,1160,191,38,102,252,43,36,42,45,0,100,0,30,0,0,0,0,0,0,0,0,825,7,65,415,197,141,2477,221,420,748,507,113,296,172,1836,468,2658,146,3718,752,1060,64,2164,453,494,235,3663,3634,29,29,29,0,0,0,0,3718,3593,3593,2689,904,0,125,125,64,61,125,0,0,0,125,34,91,125,0,64,34,0,27,0,3474,3412,62,28,0,0,0,0,28,28,34,0,3718,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,62,0,0,0,0,64,1815,1576,1282,ACS_Social_DC_CensusTract_185,,{73A1AF77-0061-461A-93B5-1B7AD77C8003},007409,0,0
184,78.09,535254,0,11001007809,"Census Tract 78.09; District of Columbia; District of Columbia",1209,126,62,65,0,169,0,169,13,849,304,337,96,431,270,2.65,4,3202,1209,110,71,1262,503,47,963,701,143,1,0,118,1373,927,197,54,129,66,130,80,100,142,0,248,0,100,0,0,0,0,0,0,0,0,915,170,0,426,203,116,1705,24,324,682,215,29,265,166,1357,431,2174,66,3233,353,1062,71,1829,168,342,114,3150,2967,183,80,65,15,0,15,103,3236,3112,3075,2287,788,37,124,124,39,85,161,37,12,25,124,0,124,124,9,64,24,0,27,0,2820,2601,219,11,204,11,15,0,0,0,0,0,3236,211,55,0,0,0,0,0,0,1,0,0,6,6,0,0,0,0,0,0,0,0,39,0,0,0,0,70,1209,1132,1038,ACS_Social_DC_CensusTract_186,,{576FFDF1-00C5-4B40-B1A3-876E25C56170},007809,0,0
185,79.03,247945,0,11001007903,"Census Tract 79.03; District of Columbia; District of Columbia",763,284,115,37,0,147,0,128,43,295,46,122,22,207,158,2.28,2.98,1739,763,265,37,456,167,51,709,347,286,15,15,46,762,297,283,18,43,121,13,0,0,25,0,37,19,53,0,0,0,0,0,0,0,0,264,45,0,135,38,46,1320,33,72,247,238,35,298,397,1215,695,1421,70,1727,180,306,9,1245,105,176,66,1723,1471,252,252,174,78,0,78,0,1739,1639,1593,739,854,46,100,100,39,61,146,46,18,28,100,37,63,100,7,0,62,0,24,7,1661,1510,151,24,56,24,20,0,13,0,62,0,1739,78,6,0,0,0,67,21,11,110,0,0,69,45,0,0,28,5,0,36,33,4,148,23,0,12,0,0,763,696,720,ACS_Social_DC_CensusTract_187,,{D5256BAF-719E-419C-B0C5-F0FD9C9358FE},007903,0,0
186,80.01,322795,0,11001008001,"Census Tract 80.01; District of Columbia; District of Columbia",1416,707,371,52,0,354,0,321,16,303,0,164,15,379,173,2.15,2.75,3038,1416,591,50,725,157,99,1324,497,790,0,9,28,1127,421,542,15,56,93,44,0,0,50,0,9,92,41,0,0,0,0,0,0,0,0,585,97,76,214,26,172,2297,36,17,120,125,25,885,1089,2244,1974,2451,79,3048,120,613,4,2258,52,177,64,3002,2578,424,342,207,135,0,135,82,3064,2771,2704,862,1842,67,293,293,86,207,360,67,0,67,293,95,198,293,77,74,0,0,126,16,2758,2581,177,74,89,44,19,9,69,21,0,0,3064,19,7,16,0,5,251,98,17,368,0,12,295,138,10,11,125,0,147,9,130,0,0,42,11,8,29,99,1416,1406,1362,ACS_Social_DC_CensusTract_188,,{E904AE37-C747-46E6-A7DF-D8838C120EF1},008001,0,0
187,94,1582882,0,11001009400,"Census Tract 94; District of Columbia; District of Columbia",1807,829,400,31,11,207,0,132,46,740,46,354,231,559,809,2.65,3.18,4787,1807,866,33,1372,518,191,1836,705,938,28,47,118,2048,819,844,41,129,215,60,11,18,54,0,105,31,109,47,0,0,0,47,47,38,18,924,28,54,462,202,178,3635,110,169,477,817,187,1052,823,3356,1875,3781,186,4879,646,1098,0,2782,270,999,376,4817,4492,325,325,177,148,0,148,0,4889,4610,4584,2670,1914,26,279,279,186,93,305,26,18,8,279,81,198,279,28,63,72,0,105,11,4470,4160,310,86,154,38,95,32,55,16,6,0,4889,24,0,0,10,0,227,70,18,171,10,0,278,90,0,0,16,0,8,15,12,26,197,34,4,8,16,107,1807,1681,1591,ACS_Social_DC_CensusTract_189,,{F2119D9C-B26F-4AE2-A8B4-509BC316B00C},009400,0,0
188,95.03,1423609,0,11001009503,"Census Tract 95.03; District of Columbia; District of Columbia",1100,492,236,39,39,150,0,122,83,419,61,130,58,379,490,2.63,3.04,2889,1100,424,32,905,328,100,1192,636,481,25,28,22,1152,372,437,0,129,214,90,27,89,176,0,209,187,87,31,0,0,10,21,31,21,20,922,39,86,438,66,293,2051,45,62,200,464,24,540,716,1944,1256,2315,155,3037,292,741,46,1608,106,688,140,2960,2677,283,247,91,156,0,156,36,3058,2770,2737,1498,1239,33,288,288,218,70,321,33,24,9,288,83,205,288,0,51,191,0,46,0,2868,2335,533,379,107,61,0,0,57,26,369,292,3058,69,13,6,0,19,172,14,63,147,0,32,265,81,0,0,41,0,19,0,15,29,314,0,9,0,7,0,1100,1100,1087,ACS_Social_DC_CensusTract_190,,{40C4BB59-D73C-4EB6-8710-FB35F0C2C6F5},009503,0,0
189,95.04,1033168,0,11001009504,"Census Tract 95.04; District of Columbia; District of Columbia",1197,478,139,53,0,232,0,107,52,434,0,201,145,163,476,2.4,2.82,2874,1197,502,58,584,377,156,1171,518,559,24,4,66,1675,442,662,10,256,305,59,20,53,89,0,65,110,22,0,0,0,0,0,0,0,0,441,29,16,163,33,200,2623,62,53,394,474,115,692,833,2508,1525,2820,130,2974,402,380,8,1989,206,605,188,3129,2765,364,348,205,143,0,143,16,3200,2464,2327,972,1355,137,736,736,415,321,873,137,0,137,736,130,606,736,34,329,135,0,176,62,3040,2365,675,296,228,65,123,33,189,158,135,40,3200,170,11,18,24,0,251,52,0,299,0,10,422,90,8,26,47,9,0,30,114,13,107,0,95,0,0,31,1197,1165,1129,ACS_Social_DC_CensusTract_191,,{B25FC57E-957F-4A36-8CD5-D892F23B17F4},009504,0,0
190,95.05,1033208,0,11001009505,"Census Tract 95.05; District of Columbia; District of Columbia",1820,523,225,92,0,251,0,240,39,954,57,587,173,427,450,2.32,3.56,4224,1820,581,90,1278,391,64,1441,692,609,20,37,83,2123,968,589,0,185,381,46,46,55,37,0,65,0,127,81,0,26,26,29,81,66,26,1287,9,19,633,270,356,3193,81,95,608,847,144,601,817,3017,1418,3350,134,4282,657,936,194,2762,241,584,222,4286,3823,463,446,345,101,0,101,17,4286,3998,3978,2377,1601,20,288,288,190,98,308,20,11,9,288,68,220,288,8,37,117,0,80,46,4272,4090,182,27,98,24,47,0,37,3,0,0,4286,308,0,9,0,9,108,9,17,99,0,0,78,50,0,0,17,0,8,9,0,0,344,17,17,14,0,352,1820,1718,1651,ACS_Social_DC_CensusTract_192,,{8CEE3345-B0BD-4270-817B-66BEE97782F6},009505,0,0
191,99.07,466954,0,11001009907,"Census Tract 99.07; District of Columbia; District of Columbia",923,95,13,117,0,221,0,156,53,490,150,258,59,288,225,2.66,3.97,2459,923,107,113,997,296,23,1001,786,106,0,38,71,881,530,122,94,26,109,0,0,0,0,0,0,0,21,6,0,0,0,6,6,6,0,945,120,32,361,258,174,1494,15,318,505,311,16,152,177,1161,329,1710,74,2459,252,754,0,1453,148,252,104,2472,2358,114,99,60,39,0,39,15,2472,2442,2396,1890,506,46,30,30,6,24,76,46,0,46,30,15,15,30,0,6,15,0,9,0,2363,2329,34,23,28,17,0,0,6,6,0,0,2472,133,0,0,0,0,0,0,0,29,0,0,13,0,0,0,0,0,0,0,0,0,325,0,0,0,0,0,923,854,779,ACS_Social_DC_CensusTract_193,,{6B9BEAA3-5520-4557-ADC4-DBC248EDC48C},009907,0,0
192,25.01,543460,0,11001002501,"Census Tract 25.01; District of Columbia; District of Columbia",1046,626,420,39,0,130,0,121,40,251,32,100,47,470,291,2.79,3.26,2922,1046,524,36,913,307,96,1193,491,648,28,0,26,1091,331,630,9,68,53,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,731,138,73,266,61,193,2148,50,24,321,321,85,596,751,2074,1347,2216,34,2977,178,762,9,1881,90,334,79,2976,2469,507,501,378,123,0,123,6,2981,2380,2217,1067,1150,163,601,601,245,356,764,163,0,163,601,143,458,601,3,38,97,0,463,0,2689,1988,701,359,521,311,16,5,0,0,164,43,2981,114,37,0,0,32,108,65,0,255,15,0,75,40,0,7,113,0,0,14,27,0,204,12,0,0,0,164,1046,989,945,ACS_Social_DC_CensusTract_194,,{55714FD3-4ABC-4C35-9A0A-1B990F4C8615},002501,0,0
193,23.02,2010924,5298,11001002302,"Census Tract 23.02; District of Columbia; District of Columbia",866,126,77,33,0,496,23,407,396,211,25,112,50,137,470,1.67,3.05,1444,866,128,45,259,18,128,922,317,187,7,273,138,515,298,145,0,31,41,2,0,0,6,0,0,12,27,0,0,0,0,0,0,0,0,302,0,0,139,73,90,1214,2,44,218,287,40,219,404,1168,623,1410,524,1473,289,192,40,791,70,490,179,1594,1369,225,183,81,102,0,102,42,1602,1371,1345,479,866,26,231,231,133,98,257,26,0,26,231,79,152,231,83,32,3,0,113,0,1576,1411,165,37,39,15,95,21,30,0,1,1,1602,102,0,0,9,9,17,11,0,32,0,0,57,46,0,5,5,37,8,0,21,0,198,0,0,0,0,170,866,590,533,ACS_Social_DC_CensusTract_195,,{168F4556-1FC8-4489-BE7B-4E6EBD1AB748},002302,0,0
194,24,556408,0,11001002400,"Census Tract 24; District of Columbia; District of Columbia",1504,518,208,106,0,460,61,262,21,420,49,213,100,350,349,2.51,3.27,3774,1504,520,78,714,583,375,1835,949,574,48,4,260,1554,703,588,25,111,127,13,0,0,14,0,19,13,72,0,0,0,0,0,0,0,0,726,96,58,132,138,302,3160,402,32,630,316,70,748,962,2726,1710,3270,184,3818,290,566,0,2801,166,451,124,3845,3272,573,558,337,221,0,221,15,3857,2970,2862,1230,1632,108,887,887,456,431,995,108,21,87,887,115,772,887,42,38,18,0,769,20,3652,2611,1041,565,894,565,96,0,28,0,23,0,3857,65,44,17,26,0,290,24,0,246,0,14,219,77,0,14,77,26,20,19,19,0,140,80,0,0,2,190,1504,1504,1439,ACS_Social_DC_CensusTract_196,,{2A2ECD86-D1F7-4B48-8BD3-04A8B0F7F201},002400,0,0
195,70,439473,0,11001007000,"Census Tract 70; District of Columbia; District of Columbia",1030,506,160,81,12,111,0,96,30,332,0,304,44,179,189,2.06,2.8,2120,1030,493,83,427,10,77,1114,409,591,18,37,59,965,455,459,0,12,39,59,0,0,92,0,21,164,0,0,0,0,0,0,0,0,0,338,99,13,139,40,47,1734,9,7,13,55,69,489,1092,1718,1581,1821,256,2106,173,413,55,1388,33,305,85,2388,2067,321,302,66,236,0,236,19,2474,2286,2233,456,1777,53,188,188,140,48,241,53,0,53,188,38,150,188,36,34,86,0,22,10,2267,2071,196,2,83,0,67,2,23,0,23,0,2474,53,5,11,0,20,348,37,0,324,19,20,203,97,0,55,181,8,78,23,135,0,88,38,0,43,0,17,1030,1023,1009,ACS_Social_DC_CensusTract_197,,{14BA10AE-208A-41FA-8B5F-D928F0357532},007000,0,0
196,71,602223,149901,11001007100,"Census Tract 71; District of Columbia; District of Columbia",1486,429,68,136,10,434,0,356,51,487,123,247,44,266,223,2.31,3.52,3427,1486,393,133,1051,266,98,1664,1142,424,31,12,55,1341,632,456,0,78,175,37,19,32,40,202,23,20,65,21,0,0,0,21,21,21,0,876,11,9,247,145,464,2373,38,148,334,275,17,661,900,2187,1561,2800,125,3391,424,591,74,2493,189,307,161,3425,2809,616,577,412,165,0,165,39,3438,3149,3103,994,2109,46,289,289,96,193,335,46,0,46,289,50,239,289,31,99,0,0,159,0,3326,3005,321,155,128,76,76,0,70,46,47,33,3438,69,20,22,22,15,273,76,0,229,8,50,341,96,10,0,51,0,23,30,103,9,14,14,0,16,23,56,1486,1450,1381,ACS_Social_DC_CensusTract_198,,{6BEFB5DF-71B8-4CB8-B0B2-964B727B953E},007100,0,0
197,69,398513,0,11001006900,"Census Tract 69; District of Columbia; District of Columbia",1259,464,217,181,0,341,15,295,47,273,18,197,44,250,132,2.12,3.1,2669,1259,453,191,574,34,158,1128,589,495,0,2,42,1161,652,434,0,16,59,12,0,0,13,0,10,28,0,0,0,0,0,0,0,0,0,504,95,22,140,18,229,2020,0,7,93,99,16,622,1183,2013,1805,2094,127,2667,165,573,0,1931,122,163,43,2666,2069,597,565,406,159,0,159,32,2684,2550,2502,700,1802,48,134,134,112,22,182,48,0,48,134,19,115,134,4,104,0,0,23,3,2452,2303,149,2,61,2,73,0,15,0,0,0,2684,49,34,0,0,26,544,14,39,339,8,7,506,285,14,14,159,0,59,49,85,0,29,111,8,91,40,8,1259,1249,1224,ACS_Social_DC_CensusTract_199,,{34A149F9-0247-4454-B66D-86F425995E4F},006900,0,0
198,95.07,295290,0,11001009507,"Census Tract 95.07; District of Columbia; District of Columbia",598,195,137,19,0,74,0,52,20,310,7,125,56,202,238,2.76,3.63,1650,598,161,17,276,537,61,584,315,214,7,7,41,664,204,240,0,104,116,46,0,0,192,0,299,0,40,0,0,0,0,0,0,0,0,322,30,0,201,27,64,1184,33,46,300,289,78,259,179,1105,438,1241,61,1650,151,409,0,975,47,266,104,1586,1485,101,101,27,74,0,74,0,1650,1378,1334,816,518,44,272,272,228,44,316,44,0,44,272,24,248,272,13,6,138,0,111,4,1469,1042,427,214,232,78,13,0,6,0,176,136,1650,0,6,0,0,4,10,8,0,90,0,2,43,10,0,0,0,0,0,0,0,0,134,0,0,0,7,42,598,564,500,ACS_Social_DC_CensusTract_200,,{8F7FBD9C-C722-4205-BA73-3E7372183C3C},009507,0,0
199,95.08,962212,0,11001009508,"Census Tract 95.08; District of Columbia; District of Columbia",1827,361,237,90,49,483,0,432,70,893,50,512,232,491,651,2.13,3.52,3895,1827,345,102,952,506,163,1277,569,443,46,76,143,2029,1177,323,0,145,384,1,0,0,1,0,0,2,215,116,0,0,114,2,116,116,0,1158,111,32,317,339,359,2901,98,33,689,651,57,753,620,2770,1373,2981,154,3908,668,927,32,2266,282,715,354,3907,3544,363,281,89,192,0,192,82,3908,3539,3455,2029,1426,84,369,369,184,185,453,84,0,84,369,0,369,369,8,18,75,0,268,0,3726,3134,592,198,376,172,60,1,47,18,109,7,3908,132,0,0,0,1,1,1,0,87,0,17,79,22,0,0,116,1,9,0,0,0,205,0,0,0,0,100,1827,1650,1648,ACS_Social_DC_CensusTract_201,,{8E054CF2-1906-4FBD-9EAC-EF9AD0B35CC8},009508,0,0
200,95.09,648848,0,11001009509,"Census Tract 95.09; District of Columbia; District of Columbia",1359,407,99,43,0,195,0,102,44,714,50,502,209,270,453,2.32,3.45,3148,1359,405,47,544,727,66,1073,502,503,0,12,56,1538,675,462,0,173,228,8,0,0,11,0,24,0,112,12,0,12,0,0,12,0,0,574,141,0,155,99,179,2426,37,143,390,453,130,746,527,2246,1273,2555,115,3148,489,593,20,1992,213,563,256,3135,2787,348,348,210,138,0,138,0,3148,2836,2768,1591,1177,68,312,312,122,190,380,68,0,68,312,81,231,312,0,40,23,0,249,0,2838,2535,303,82,183,82,34,0,63,0,23,0,3148,103,0,0,0,7,68,0,94,113,0,17,138,13,0,11,34,0,16,0,20,0,82,0,0,8,0,34,1359,1310,1255,ACS_Social_DC_CensusTract_202,,{50A93D63-D26D-42BE-875E-387750534413},009509,0,0
201,97,403051,3427,11001009700,"Census Tract 97; District of Columbia; District of Columbia",1788,107,0,174,120,558,39,519,329,949,162,620,34,405,564,2.05,3.61,3659,1788,109,174,1289,299,0,1291,841,108,0,262,80,1605,1181,108,39,78,199,105,105,98,96,0,255,0,163,30,0,0,30,0,30,30,0,900,36,83,472,46,263,2387,312,22,820,468,150,103,512,2053,615,2881,35,3830,607,949,0,2168,196,713,411,3830,3445,385,385,22,363,0,363,0,3830,3568,3568,2671,897,0,262,262,262,0,262,0,0,0,262,0,262,262,0,0,0,0,262,0,3451,3421,30,0,0,0,0,0,0,0,30,0,3830,12,30,0,0,0,13,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,262,1788,1451,1250,ACS_Social_DC_CensusTract_203,,{4393E534-9419-486C-8C59-32A6A2656090},009700,0,0
