OBJECTID,NAME20,ALAND20,AWATER20,GEOID,NAME,DP02_0001E,DP02_0002E,DP02_0003E,DP02_0004E,DP02_0005E,DP02_0006E,DP02_0007E,DP02_0008E,DP02_0009E,DP02_0010E,DP02_0011E,DP02_0012E,DP02_0013E,DP02_0014E,DP02_0015E,DP02_0016E,DP02_0017E,DP02_0018E,DP02_0019E,DP02_0020E,DP02_0021E,DP02_0022E,DP02_0023E,DP02_0024E,DP02_0025E,DP02_0026E,DP02_0027E,DP02_0028E,DP02_0029E,DP02_0030E,DP02_0031E,DP02_0032E,DP02_0033E,DP02_0034E,DP02_0035E,DP02_0036E,DP02_0037E,DP02_0038E,DP02_0039E,DP02_0040E,DP02_0041E,DP02_0042E,DP02_0043E,DP02_0044E,DP02_0045E,DP02_0046E,DP02_0047E,DP02_0048E,DP02_0049E,DP02_0050E,DP02_0051E,DP02_0052E,DP02_0053E,DP02_0054E,DP02_0055E,DP02_0056E,DP02_0057E,DP02_0058E,DP02_0059E,DP02_0060E,DP02_0061E,DP02_0062E,DP02_0063E,DP02_0064E,DP02_0065E,DP02_0066E,DP02_0067E,DP02_0068E,DP02_0069E,DP02_0070E,DP02_0071E,DP02_0072E,DP02_0073E,DP02_0074E,DP02_0075E,DP02_0076E,DP02_0077E,DP02_0078E,DP02_0079E,DP02_0080E,DP02_0081E,DP02_0082E,DP02_0083E,DP02_0084E,DP02_0085E,DP02_0086E,DP02_0087E,DP02_0088E,DP02_0089E,DP02_0090E,DP02_0091E,DP02_0092E,DP02_0093E,DP02_0094E,DP02_0095E,DP02_0096E,DP02_0097E,DP02_0098E,DP02_0099E,DP02_0100E,DP02_0101E,DP02_0102E,DP02_0103E,DP02_0104E,DP02_0105E,DP02_0106E,DP02_0107E,DP02_0108E,DP02_0109E,DP02_0110E,DP02_0111E,DP02_0112E,DP02_0113E,DP02_0114E,DP02_0115E,DP02_0116E,DP02_0117E,DP02_0118E,DP02_0119E,DP02_0120E,DP02_0121E,DP02_0122E,DP02_0123E,DP02_0124E,DP02_0125E,DP02_0126E,DP02_0127E,DP02_0128E,DP02_0129E,DP02_0130E,DP02_0131E,DP02_0132E,DP02_0133E,DP02_0134E,DP02_0135E,DP02_0136E,DP02_0137E,DP02_0138E,DP02_0139E,DP02_0140E,DP02_0141E,DP02_0142E,DP02_0143E,DP02_0144E,DP02_0145E,DP02_0146E,DP02_0147E,DP02_0148E,DP02_0149E,DP02_0150E,DP02_0151E,DP02_0152E,DP02_0153E,DP02_0154E,GIS_ID,SE_ANNO_CAD_DATA,GLOBALID,TRACTCE,SHAPEAREA,SHAPELEN
115,96.01,1905262,189666,11001009601,"Census Tract 96.01; District of Columbia; District of Columbia",823,59,10,0,0,149,0,132,23,615,235,134,63,270,176,2.41,3.05,1980,823,54,0,923,155,25,474,294,71,6,33,70,1164,797,132,94,44,97,0,0,0,0,0,0,0,29,11,11,0,0,0,11,11,0,500,89,0,260,67,84,1221,44,111,486,219,50,229,82,1066,311,1523,30,2028,330,507,0,1322,251,199,79,2035,1813,222,220,107,113,0,113,2,2035,1943,1922,1484,438,21,92,92,85,7,113,21,0,21,92,7,85,92,5,0,7,0,77,3,1922,1836,86,29,79,29,2,0,0,0,5,0,2035,49,0,0,0,0,0,2,0,22,0,0,1,0,0,0,0,0,0,0,0,0,25,0,1,0,0,48,823,798,667,ACS_Social_DC_CensusTract_119,,{8DCC24B2-1539-47FA-A8A3-D1A8F01B590B},009601,0,0
116,2.02,776435,439661,11001000202,"Census Tract 2.02; District of Columbia; District of Columbia",1802,551,215,75,0,405,0,175,74,771,0,630,167,215,572,1.85,2.49,3328,1802,544,81,307,70,524,1673,912,712,0,39,10,2031,1046,691,0,151,143,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,1199,36,0,70,92,1001,2571,35,0,92,138,32,520,1754,2536,2274,3655,159,3913,238,258,0,2830,96,825,142,3919,3205,714,642,179,463,0,463,72,3919,3210,3057,563,2494,153,709,709,375,334,862,153,30,123,709,175,534,709,282,217,21,58,129,2,3810,2766,1044,95,300,42,588,48,139,5,17,0,3919,113,73,11,7,33,356,164,17,500,223,50,475,239,25,5,68,37,132,13,39,46,3,78,85,11,11,0,1802,1768,1753,ACS_Social_DC_CensusTract_120,,{39122216-A29B-4C37-A81D-923B76083EEF},000202,0,0
117,43,236694,0,11001004300,"Census Tract 43; District of Columbia; District of Columbia",2461,564,318,347,0,602,0,579,67,948,0,804,167,318,329,1.7,3.01,4173,2461,577,353,401,176,205,1776,1141,586,28,0,21,2019,1173,645,74,50,77,174,0,0,105,0,138,23,0,0,0,0,0,0,0,0,0,291,0,0,87,0,204,3570,28,91,152,232,113,1069,1885,3451,2954,3795,91,4173,354,378,0,3465,218,330,136,3981,2670,1311,925,543,382,0,382,386,4173,3403,3313,572,2741,90,770,770,166,604,860,90,13,77,770,530,240,770,139,24,24,181,375,27,3882,3058,824,264,440,153,300,88,55,23,29,0,4173,10,36,0,14,7,518,132,55,290,0,53,768,415,29,47,76,13,68,0,97,0,93,81,21,22,24,119,2461,2406,2101,ACS_Social_DC_CensusTract_121,,{1A47810D-C204-4352-94FE-93E12E7D4FB9},004300,0,0
118,68.04,1542277,477741,11001006804,"Census Tract 68.04; District of Columbia; District of Columbia",18,9,0,0,0,9,6,3,3,0,0,0,0,6,3,2,2.2,36,18,11,0,7,0,0,1707,1418,178,60,17,34,388,236,55,29,15,53,6,6,48,39,0,0,65,0,0,0,0,0,0,0,0,0,125,0,0,7,59,59,1763,103,307,1026,105,47,144,31,1353,175,2095,45,261,97,7,0,109,5,145,92,2102,693,1409,1395,1071,324,0,324,14,2102,1994,1963,1276,687,31,108,108,44,64,139,31,0,31,108,13,95,108,6,29,25,0,48,0,2102,1922,180,91,125,55,0,0,36,36,19,0,2102,0,0,0,0,0,7,0,0,13,0,0,0,10,0,6,0,0,0,0,0,0,35,9,0,0,0,20,18,18,18,ACS_Social_DC_CensusTract_122,,{8BF67844-48E6-4BFF-B3D0-2FE71C7D0937},006804,0,0
119,41,788701,7303,11001004100,"Census Tract 41; District of Columbia; District of Columbia",1410,455,178,120,0,309,0,293,86,526,0,463,173,178,424,1.74,2.76,2449,1410,458,116,341,0,124,962,382,468,0,10,102,1172,478,536,10,45,103,34,0,0,49,0,0,154,0,0,0,0,0,0,0,0,0,319,0,24,73,43,179,2049,0,35,48,31,45,648,1242,2014,1890,2126,64,2462,74,336,0,1574,34,552,40,2426,2121,305,265,202,63,0,63,40,2462,1917,1841,386,1455,76,545,545,145,400,621,76,38,38,545,331,214,545,88,135,203,0,119,0,2207,1618,589,268,193,44,286,152,103,72,7,0,2462,41,86,14,0,4,223,97,8,187,7,31,348,95,35,30,90,0,52,122,78,22,225,65,5,0,144,0,1410,1363,1340,ACS_Social_DC_CensusTract_123,,{948CAC01-4CFD-4CA9-9FBA-7E48900A6BBC},004100,0,0
120,101,579230,0,11001010100,"Census Tract 101; District of Columbia; District of Columbia",1884,396,20,170,0,581,0,569,70,737,26,673,110,46,211,1.4,2.11,2642,1884,420,220,49,10,59,1277,675,499,11,0,92,1404,821,391,14,122,56,9,9,12,8,0,0,28,0,0,0,0,0,0,0,0,0,238,27,0,7,0,204,2481,3,0,142,113,47,682,1494,2478,2176,2677,50,2688,223,42,0,2403,84,243,139,2715,1969,746,605,246,359,0,359,141,2723,2016,1825,70,1755,191,707,707,292,415,898,191,75,116,707,295,412,707,95,326,13,10,252,11,2696,1925,771,152,393,81,153,23,216,48,9,0,2723,24,0,0,3,0,261,75,0,393,46,0,292,87,22,0,96,0,93,19,13,9,52,24,0,37,27,28,1884,1838,1809,ACS_Social_DC_CensusTract_124,,{CFB45107-D264-4B51-9813-0BC67B9A51FD},010100,0,0
121,49.01,271866,0,11001004901,"Census Tract 49.01; District of Columbia; District of Columbia",1877,361,77,155,0,605,35,451,58,756,46,574,152,167,419,1.7,2.66,3186,1877,303,173,507,66,260,1568,940,459,84,23,62,1486,1009,277,0,109,91,13,0,0,11,0,0,49,9,0,0,0,0,0,0,0,0,429,10,0,115,41,263,2676,2,122,236,275,96,1029,916,2552,1945,3005,48,3231,508,226,13,2566,282,439,213,3237,2648,589,535,346,189,0,189,54,3251,2915,2852,734,2118,63,336,336,286,50,399,63,14,49,336,73,263,336,46,55,26,23,186,0,3181,2814,367,89,185,41,49,9,47,13,86,26,3251,37,41,0,0,11,500,67,11,361,25,32,575,188,76,0,61,29,49,42,52,10,93,0,9,9,7,76,1877,1827,1776,ACS_Social_DC_CensusTract_125,,{56EBCFCE-CD64-4423-8242-A03A9EED49E9},004901,0,0
122,59,641993,0,11001005900,"Census Tract 59; District of Columbia; District of Columbia",1407,244,18,188,0,635,0,584,18,340,0,227,48,18,86,1.46,2.19,2058,1407,261,197,19,11,163,1288,923,288,1,12,64,989,608,264,0,63,54,3,3,5,4,0,4,0,0,0,0,0,0,0,0,0,0,378,0,0,0,0,378,1897,49,72,49,152,46,940,589,1776,1529,2270,57,2296,223,26,0,2150,155,120,68,2296,1321,975,892,297,595,0,595,83,2296,1991,1943,285,1658,48,305,305,125,180,353,48,3,45,305,170,135,305,29,188,10,7,52,19,2277,1870,407,40,101,16,167,0,117,9,22,15,2296,23,23,0,0,53,276,31,6,236,7,30,265,228,10,0,295,5,93,38,32,0,10,31,0,25,20,9,1407,1381,1248,ACS_Social_DC_CensusTract_126,,{659AF420-AF25-4FFD-9FEE-57FD96DBC34E},005900,0,0
123,99.01,2102150,0,11001009901,"Census Tract 99.01; District of Columbia; District of Columbia",958,304,69,24,10,210,0,179,98,420,28,219,162,156,542,2.21,3.04,2119,958,358,24,552,188,39,868,305,404,0,14,145,1006,337,350,23,95,201,35,0,0,97,0,75,132,52,0,0,0,0,0,0,0,0,289,25,64,88,35,77,1818,82,15,314,408,86,319,594,1721,913,1845,209,2136,449,291,30,1111,151,734,268,2115,1863,252,252,208,44,0,44,0,2140,2124,2117,1233,884,7,16,16,11,5,23,7,3,4,16,0,16,16,4,7,0,0,5,0,1962,1893,69,7,0,0,69,7,0,0,0,0,2140,130,9,0,0,0,9,0,0,14,0,0,104,65,0,0,8,0,0,0,0,0,45,0,0,0,0,0,958,914,877,ACS_Social_DC_CensusTract_127,,{0BEFFB20-66AD-438C-8989-DC6D303FC0BD},009901,0,0
124,79.01,402041,0,11001007901,"Census Tract 79.01; District of Columbia; District of Columbia",1728,553,195,137,20,455,72,267,17,583,161,176,21,490,448,2.6,3.23,4492,1728,636,135,1451,350,192,1862,966,683,141,0,72,1741,739,672,8,147,175,194,91,123,170,0,280,66,15,0,0,0,0,0,0,0,0,1006,111,23,468,226,178,3106,7,175,687,530,82,820,805,2924,1625,3362,425,4491,535,1129,18,2634,345,728,172,4349,3535,814,814,611,203,0,203,0,4505,4099,3985,1913,2072,114,406,406,209,197,520,114,63,51,406,149,257,406,85,16,115,0,190,0,4115,3459,656,117,310,26,268,91,13,0,65,0,4505,122,32,0,0,41,98,2,0,206,0,9,135,50,0,20,34,0,24,30,19,0,230,61,0,31,37,20,1728,1524,1398,ACS_Social_DC_CensusTract_128,,{DD891990-9E37-4306-B18C-0111C41BC2BD},007901,0,0
125,18.03,1136289,31909,11001001803,"Census Tract 18.03; District of Columbia; District of Columbia",1681,504,309,17,2,405,63,167,58,755,131,463,193,555,468,2.51,3.32,4215,1681,474,18,1230,483,329,1496,632,618,74,38,134,1757,694,609,49,53,352,65,0,0,67,0,0,116,86,0,0,0,0,0,0,0,0,1229,144,16,522,323,224,2796,321,141,702,561,130,487,454,2334,941,3087,21,4218,594,1131,0,2563,302,524,292,4175,3668,507,381,201,180,0,180,126,4218,2654,2624,1704,920,30,1564,1564,394,1170,1594,30,8,22,1564,539,1025,1564,13,11,752,0,788,0,4003,2033,1970,1228,1118,843,17,0,17,11,818,374,4218,172,32,9,0,0,60,51,19,180,0,0,138,40,0,28,19,0,0,0,27,0,915,139,10,0,0,0,1681,1546,1166,ACS_Social_DC_CensusTract_129,,{D12C03F9-422B-4DF5-AE07-C556CD94FF2C},001803,0,0
126,74.06,360152,0,11001007406,"Census Tract 74.06; District of Columbia; District of Columbia",1242,73,24,79,14,110,45,57,0,980,398,314,41,588,82,2.43,3.11,3024,1242,79,40,1253,368,42,407,265,76,58,0,8,1631,1310,103,72,22,124,38,38,30,28,0,0,68,61,0,0,0,0,0,0,0,0,1075,104,41,442,228,260,1552,2,75,511,495,166,233,70,1475,303,1910,90,3006,337,1096,16,1824,272,86,49,2981,2491,490,490,488,2,0,2,0,3033,3033,2943,2089,854,90,0,0,0,0,90,90,0,90,0,0,0,0,0,0,0,0,0,0,2649,2567,82,44,38,0,0,0,0,0,44,44,3033,19,0,0,0,0,12,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,183,0,0,0,0,0,1242,1096,1003,ACS_Social_DC_CensusTract_130,,{383E549A-D7B6-4F4B-980A-EE77BD870A9A},007406,0,0
127,33.01,442120,0,11001003301,"Census Tract 33.01; District of Columbia; District of Columbia",1815,638,280,191,0,559,0,418,54,427,35,260,22,315,216,2.03,2.45,3678,1815,576,218,438,64,567,1814,973,780,0,0,61,1518,843,482,54,27,112,61,7,9,50,0,18,88,32,0,0,0,0,0,0,0,0,676,25,0,218,32,401,3159,18,34,181,136,36,1201,1553,3107,2754,3332,345,3706,107,374,0,3083,88,249,19,3649,3296,353,353,268,85,0,85,0,3706,3095,3037,758,2279,58,611,611,265,346,669,58,0,58,611,348,263,611,188,116,50,0,257,0,3575,3127,448,73,82,12,276,32,52,21,38,8,3706,89,35,15,0,36,125,133,0,312,36,0,220,211,30,65,107,36,73,15,60,0,65,58,0,40,14,74,1815,1790,1720,ACS_Social_DC_CensusTract_131,,{48A5E63E-F221-482C-A606-38DA53EB36B0},003301,0,0
128,76.04,1369580,0,11001007604,"Census Tract 76.04; District of Columbia; District of Columbia",1814,342,64,298,0,343,0,318,43,831,79,531,145,236,554,1.89,2.62,3437,1814,346,401,632,169,75,1367,629,446,34,17,241,1805,1146,316,51,82,210,22,16,26,30,0,48,17,146,0,0,0,0,0,0,0,0,463,2,22,153,125,161,2942,68,226,863,562,268,497,458,2648,955,3094,152,3457,571,363,72,2443,319,651,180,3446,3025,421,376,233,143,0,143,45,3457,3239,3237,1794,1443,2,218,218,145,73,220,2,0,2,218,33,185,218,9,18,9,0,156,26,3374,3046,328,118,260,70,0,0,59,48,9,0,3457,546,13,0,0,7,21,0,0,62,0,0,54,5,0,6,6,0,0,26,17,0,86,60,0,0,0,37,1814,1753,1570,ACS_Social_DC_CensusTract_132,,{11753F96-B4BD-4C05-87F4-24208BC7B78F},007604,0,0
129,76.05,453794,0,11001007605,"Census Tract 76.05; District of Columbia; District of Columbia",1926,169,24,314,54,383,0,242,72,1060,130,596,297,251,744,1.89,3.06,3643,1926,172,134,808,488,115,1453,1043,226,65,34,85,1881,977,200,32,289,383,0,0,0,0,0,0,0,43,22,0,0,0,22,22,22,0,834,0,33,300,140,361,3033,64,177,1331,592,233,289,347,2792,636,3226,201,3767,1159,543,43,2304,614,920,502,3779,3548,231,231,148,83,0,83,0,3779,3702,3677,3018,659,25,77,77,55,22,102,25,0,25,77,22,55,77,0,27,19,0,31,0,3686,3493,193,41,42,0,38,0,27,22,86,19,3779,146,0,0,0,0,0,0,0,31,0,0,0,17,0,0,0,0,0,0,0,0,128,12,0,0,0,87,1926,1816,1501,ACS_Social_DC_CensusTract_133,,{A01A0826-7C52-4501-9BAF-AE54723998F5},007605,0,0
130,76.03,1226616,0,11001007603,"Census Tract 76.03; District of Columbia; District of Columbia",2107,314,61,21,0,485,28,317,45,1287,189,880,335,393,682,1.7,2.71,3589,2107,301,25,883,176,97,1014,466,371,0,0,177,2112,1304,415,0,159,234,4,4,4,3,0,6,0,115,0,0,0,0,0,0,0,0,762,187,39,191,35,310,2776,99,103,383,572,146,734,739,2574,1473,3095,242,3619,503,524,31,2295,207,800,265,3619,3257,362,340,176,164,0,164,22,3619,3596,3569,1943,1626,27,23,23,22,1,50,27,0,27,23,0,23,23,0,23,0,0,0,0,3317,3276,41,0,0,0,41,0,0,0,0,0,3619,217,0,0,0,0,50,0,0,23,0,0,92,0,0,0,0,0,0,0,0,0,108,0,0,0,0,19,2107,2019,1941,ACS_Social_DC_CensusTract_134,,{8B802017-86B4-4D19-98F4-9ACA5DD8B8A0},007603,0,0
131,81,290284,0,11001008100,"Census Tract 81; District of Columbia; District of Columbia",1531,497,243,165,0,282,9,222,52,587,19,377,42,271,224,2.03,2.97,3115,1531,527,116,536,23,382,1207,519,591,0,10,87,1434,803,490,8,34,99,50,0,0,45,0,15,76,36,23,8,0,0,15,23,8,15,495,65,12,219,34,165,2546,11,0,53,110,20,690,1662,2535,2352,2609,119,3116,121,507,0,2305,15,304,106,3063,2629,434,431,242,189,0,189,3,3123,2867,2653,584,2069,214,256,256,185,71,470,214,115,99,256,48,208,256,33,88,22,0,113,0,2884,2638,246,11,82,11,116,0,41,0,7,0,3123,56,0,16,157,57,452,23,15,492,38,0,552,182,29,57,123,0,72,27,61,0,0,13,48,15,26,0,1531,1465,1283,ACS_Social_DC_CensusTract_135,,{2E0B5A5C-A13C-471A-A46D-B1977652DABE},008100,0,0
132,75.02,648317,0,11001007502,"Census Tract 75.02; District of Columbia; District of Columbia",1818,159,78,69,0,440,41,318,147,1150,383,315,117,749,393,2.59,3.46,4710,1818,161,81,1728,799,123,1528,1061,245,70,30,122,2094,1453,229,141,150,121,159,159,160,130,0,228,85,242,134,0,0,0,134,134,134,0,1553,164,55,775,402,157,2908,78,377,1374,622,51,301,105,2453,406,3286,116,4710,1019,1787,127,2477,650,446,242,4855,4196,659,659,645,14,0,14,0,5073,4999,4972,4062,910,27,74,74,40,34,101,27,0,27,74,0,74,74,0,8,0,0,66,0,4535,4499,36,0,0,0,28,0,8,0,0,0,5073,63,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,167,1818,1678,1333,ACS_Social_DC_CensusTract_100,,{925EB3CB-98E8-47A6-933B-0BBA8B0073F8},007502,0,0
133,82,338424,0,11001008200,"Census Tract 82; District of Columbia; District of Columbia",1407,399,183,140,10,336,0,272,63,532,13,391,79,211,241,1.77,2.75,2495,1407,389,100,343,31,225,1000,512,467,0,7,14,1338,839,400,0,31,68,11,0,0,10,0,0,41,0,0,0,0,0,0,0,0,0,384,29,16,60,23,256,1938,1,0,20,50,79,660,1128,1937,1788,2305,63,2648,89,343,6,2032,54,273,29,2649,1883,766,704,441,263,0,263,62,2658,2419,2337,197,2140,82,239,239,129,110,321,82,6,76,239,113,126,239,116,69,6,0,39,9,2431,2050,381,25,202,19,125,6,48,0,6,0,2658,100,23,17,0,28,460,206,7,350,17,24,291,191,11,103,58,9,42,153,173,16,58,35,27,0,29,7,1407,1407,1354,ACS_Social_DC_CensusTract_136,,{E7A4561F-0D1B-4936-A433-6C13F8101A97},008200,0,0
134,83.02,260891,0,11001008302,"Census Tract 83.02; District of Columbia; District of Columbia",1321,405,175,260,11,324,8,277,20,332,40,228,14,234,151,2.17,3.22,2869,1321,459,305,547,33,204,1345,792,502,16,0,35,1216,614,415,60,18,109,27,0,0,30,0,0,63,53,53,0,0,49,4,53,4,53,586,53,12,266,133,122,2297,28,45,47,60,28,949,1140,2224,2089,2393,90,2840,141,539,0,2070,66,231,75,2952,2376,576,479,234,245,0,245,97,2981,2699,2635,677,1958,64,282,282,204,78,346,64,0,64,282,85,197,282,9,53,0,0,127,93,2839,2484,355,11,228,11,87,0,29,0,11,0,2981,155,36,0,10,22,346,119,0,490,37,27,304,167,20,19,261,17,166,20,110,12,0,13,19,25,27,25,1321,1293,1293,ACS_Social_DC_CensusTract_137,,{19AE21A3-8257-417A-A70D-FDC6AE2C9687},008302,0,0
135,84.10,219939,0,11001008410,"Census Tract 84.10; District of Columbia; District of Columbia",837,407,264,66,8,115,0,80,7,249,17,165,26,309,104,2.61,3.52,2188,837,374,63,626,136,152,729,307,395,10,7,10,880,331,400,38,11,100,60,8,24,93,0,59,117,49,8,0,0,8,0,8,8,0,547,99,43,182,162,61,1471,0,68,106,120,6,675,496,1403,1171,1514,16,2189,176,675,62,1419,55,95,59,2109,1691,418,411,318,93,0,93,7,2189,2101,2028,760,1268,73,88,88,72,16,161,73,15,58,88,16,72,88,8,29,9,0,42,0,1903,1747,156,10,30,0,107,0,10,1,9,9,2189,78,19,14,0,28,183,104,6,331,16,29,219,45,0,7,64,53,14,61,33,8,27,21,7,9,14,81,837,832,775,ACS_Social_DC_CensusTract_138,,{7CE63760-B1DB-49FA-AE91-6CAF97EF490A},008410,0,0
136,102.01,174884,0,11001010201,"Census Tract 102.01; District of Columbia; District of Columbia",1966,254,69,149,36,942,0,806,120,621,24,568,99,129,245,1.44,2.77,2834,1966,254,169,302,0,143,1455,1046,263,17,0,129,1080,764,261,0,45,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,556,0,0,157,100,299,2321,2,14,50,273,113,877,992,2305,1869,2535,167,2837,207,302,0,2265,108,270,99,2837,1911,926,847,332,515,0,515,79,2837,2600,2583,705,1878,17,237,237,142,95,254,17,0,17,237,68,169,237,53,52,41,0,65,26,2791,2553,238,61,23,0,109,38,47,9,59,14,2837,64,40,0,0,69,239,40,13,445,0,0,573,132,0,27,13,38,23,0,101,0,68,0,0,0,0,29,1966,1916,1856,ACS_Social_DC_CensusTract_84,,{46C14988-79A6-448D-827D-65D2FC91F2D0},010201,0,0
137,110.01,152450,0,11001011001,"Census Tract 110.01; District of Columbia; District of Columbia",1439,410,58,103,0,238,0,192,49,688,43,530,161,145,266,1.81,2.8,2607,1439,341,125,542,61,99,843,425,418,0,0,0,1409,752,356,0,26,275,66,43,75,84,0,88,83,44,44,0,0,44,0,44,44,0,382,61,0,100,74,147,2141,0,52,327,147,15,704,896,2089,1600,2159,107,2538,143,379,0,1837,60,322,83,2463,2257,206,186,148,38,0,38,20,2607,2553,2509,703,1806,44,54,54,49,5,98,44,27,17,54,0,54,54,31,23,0,0,0,0,2402,2025,377,208,321,208,56,0,0,0,0,0,2607,48,0,12,21,29,182,24,0,210,26,8,226,175,0,71,109,9,29,0,21,0,0,70,0,0,68,0,1439,1413,1360,ACS_Social_DC_CensusTract_85,,{944E473F-4DC3-416F-AA6A-2D56EDDB1FC9},011001,0,0
138,72.03,384178,0,11001007203,"Census Tract 72.03; District of Columbia; District of Columbia",1716,575,217,265,0,226,0,220,49,650,14,578,89,231,222,1.71,2.53,2929,1716,568,221,380,0,44,1146,463,622,0,0,61,1486,676,570,44,66,130,21,0,0,18,0,29,0,0,0,0,0,0,0,0,0,0,344,75,68,49,12,140,2551,73,0,225,109,25,928,1191,2478,2119,2575,185,2906,267,331,0,2343,138,232,129,2930,2258,672,672,399,273,0,273,0,2951,2709,2655,498,2157,54,242,242,194,48,296,54,41,13,242,22,220,242,44,22,165,0,0,11,2749,2305,444,73,89,0,228,0,54,0,73,73,2951,103,83,9,0,0,365,76,0,535,19,32,471,378,9,65,87,0,14,32,6,0,179,82,0,13,34,17,1716,1700,1645,ACS_Social_DC_CensusTract_86,,{637FDCD1-9CC0-4EBF-A543-2EE417FE9F1E},007203,0,0
139,77.03,1017741,1059,11001007703,"Census Tract 77.03; District of Columbia; District of Columbia",2340,285,140,36,0,762,78,396,93,1257,490,477,110,797,447,2.95,4.19,6894,2340,308,37,2851,1211,147,2344,1876,406,0,29,33,2638,1746,444,19,146,283,127,73,48,71,0,171,0,362,104,44,0,0,60,104,104,44,2168,211,222,662,628,445,4041,238,251,1881,899,128,386,258,3552,644,4532,36,6923,645,2391,196,4001,318,531,131,6830,6539,291,277,277,0,0,0,14,6923,6336,6322,5184,1138,14,587,587,65,522,601,14,14,0,587,204,383,587,0,7,31,0,549,0,5963,5162,801,279,735,272,28,0,7,7,31,0,6923,376,0,0,0,0,0,0,0,27,0,0,0,0,8,0,8,0,0,0,0,0,130,0,0,0,0,108,2340,2015,1777,ACS_Social_DC_CensusTract_142,,{FB36A60F-92C8-483F-A9D6-BD32E539E87E},007703,0,0
140,77.07,842851,0,11001007707,"Census Tract 77.07; District of Columbia; District of Columbia",1808,378,205,110,17,525,14,395,137,795,129,409,140,395,545,2.27,3.3,4098,1808,263,128,1133,698,68,1718,1160,360,27,50,121,1614,862,331,8,232,181,3,0,0,3,0,0,6,30,0,0,0,0,0,0,0,0,691,115,10,276,118,172,2908,146,395,1050,450,173,282,412,2367,694,3236,144,4131,959,895,104,2667,520,569,335,4036,3760,276,276,182,94,0,94,0,4131,3957,3957,2402,1555,0,174,174,164,10,174,0,0,0,174,3,171,174,0,18,27,0,126,3,3689,3556,133,0,126,0,0,0,0,0,7,0,4131,66,0,0,0,0,8,0,0,27,0,0,11,18,0,0,0,0,0,0,8,0,64,0,0,0,0,65,1808,1466,1331,ACS_Social_DC_CensusTract_143,,{800C8798-2613-4B0E-9BBD-8A85EE5D2789},007707,0,0
141,77.09,828872,82685,11001007709,"Census Tract 77.09; District of Columbia; District of Columbia",1203,83,49,0,0,372,67,286,27,748,302,341,157,425,288,1.87,2.71,2255,1203,82,0,730,117,123,801,596,127,23,6,49,1050,665,135,0,165,85,181,178,364,348,0,506,0,46,7,7,0,0,0,7,7,0,619,0,36,373,105,105,1656,18,349,506,545,11,130,97,1289,227,1757,49,2289,548,540,0,1438,391,311,157,2266,2014,252,234,187,47,0,47,18,2303,2290,2290,1451,839,0,13,13,3,10,13,0,0,0,13,6,7,13,0,0,0,0,13,0,2257,2244,13,6,6,6,7,0,0,0,0,0,2303,139,0,0,0,0,18,0,0,14,0,0,18,18,0,0,6,0,0,0,0,0,37,2,0,0,0,13,1203,1066,670,ACS_Social_DC_CensusTract_144,,{82317592-EF63-4AB1-8A8D-81B833E13B3E},007709,0,0
142,78.03,986677,3755,11001007803,"Census Tract 78.03; District of Columbia; District of Columbia",2357,525,115,53,0,742,40,702,162,1037,405,434,117,607,718,1.88,2.71,4427,2357,516,31,1237,213,73,1776,969,601,75,10,121,1910,1086,504,30,41,249,45,0,0,40,0,0,88,35,0,0,0,0,0,0,0,0,1072,108,119,368,315,162,3114,274,363,797,678,352,368,282,2477,650,3453,103,4485,892,1035,156,2512,384,938,352,4429,3645,784,765,520,245,0,245,19,4491,4377,4377,2734,1643,0,114,114,78,36,114,0,0,0,114,0,114,114,0,0,0,0,94,20,4108,3991,117,0,51,0,30,0,0,0,36,0,4491,32,0,0,0,0,0,14,0,7,0,0,24,34,0,0,0,0,0,0,0,0,45,0,0,0,12,169,2357,2276,2030,ACS_Social_DC_CensusTract_145,,{52B68B69-2A61-418F-BD6E-CC55E7568990},007803,0,0
143,78.04,838428,5705,11001007804,"Census Tract 78.04; District of Columbia; District of Columbia",1480,64,15,49,0,181,0,125,16,1186,727,334,146,838,347,2.6,3.42,3851,1480,64,45,1760,472,30,1133,916,100,1,46,70,1712,1054,239,94,145,180,49,49,58,47,0,85,0,95,22,0,0,0,22,22,22,0,1910,76,265,711,482,376,2245,90,348,717,543,120,207,220,1807,427,2593,109,3913,776,1608,93,1888,505,417,178,4201,3618,583,568,480,88,0,88,15,4201,4102,4053,3370,683,49,99,99,86,13,148,49,0,49,99,13,86,99,19,7,31,0,42,0,3890,3837,53,18,15,0,0,0,7,0,31,18,4201,13,0,0,0,0,0,0,0,78,0,0,9,50,0,0,0,0,0,0,8,0,437,0,0,0,0,5,1480,1303,1123,ACS_Social_DC_CensusTract_146,,{E1F3BF60-332D-4664-881E-3032E5270F3A},007804,0,0
