OBJECTID,TRACT,ID2,GEO_ID,NAME,ID,TOTALPOP,P_POC,P_CHILD,P_ELDERLY,P_POVERTY,P_DISABILITY,P_LIMENG,ASTHMA,CHD,OBESITY,HSI,P_TREECOVER,P_NOTREE,P_IMPSURF,AIRTEMP_MEAN,HEI,HSEI,GIS_ID,SE_ANNO_CAD_DATA,GLOBALID,CREATOR,CREATED,EDITOR,EDITED,SHAPEAREA,SHAPELEN
120,008903,11001008903,1400000US11001008903,"Census Tract 89.03, District of Columbia, District of Columbia",154,3321,88.6,8.5,4.8,48,11.8,5.4,12.9,6.4,37.4,0.45473658,0.1742472,0.8257528,54.19537647,35.58322725,0.73349289,0.59411473,HSEIPly_154,,{9C8F1DA3-70AE-49E7-A194-79F605314F21},,,,,0,0
121,004704,11001004704,1400000US11001004704,"Census Tract 47.04, District of Columbia, District of Columbia",80,1852,99.9,0,11.8,37,16.2,6.4,11.2,4.8,27.9,0.37270123,0.05365893,0.94634107,66.51906866,35.14927874,0.75419606,0.56344864,HSEIPly_80,,{2FF7DCE9-4F44-4488-8817-27A99E1EEBE8},,,,,0,0
122,005501,11001005501,1400000US11001005501,"Census Tract 55.01, District of Columbia, District of Columbia",92,1700,23.6,0,9.8,20,12.6,5.7,8.8,2.9,19.8,0.15799811,0.09698227,0.90301774,67.55272,34.8704828,0.71308605,0.43554208,HSEIPly_92,,{36898567-A828-49E9-B64A-4305AFDCE3AC},,,,,0,0
123,010100,11001010100,1400000US11001010100,"Census Tract 101, District of Columbia, District of Columbia",191,2773,41,0,12.5,15,11.4,2.9,8.2,3,19.7,0.16243059,0.15631051,0.84368949,85.11780385,34.85065178,0.75530384,0.45886722,HSEIPly_191,,{1EE50F5B-C377-4F6E-81E4-F1CA48BE6364},,,,,0,0
124,010603,11001010603,1400000US11001010603,"Census Tract 106.03, District of Columbia, District of Columbia",199,1864,25.8,0.1,4.6,8,2.9,0,9.8,2.7,24.4,0.11255324,0.0229431,0.9770569,67.2761457,35.56372691,0.81448244,0.46351784,HSEIPly_199,,{CAE4FDB8-F8E6-44F4-8D56-29B0929CA997},,,,,0,0
125,004703,11001004703,1400000US11001004703,"Census Tract 47.03, District of Columbia, District of Columbia",79,2947,58.9,0.5,6.8,40,12.6,17.9,11.2,4.8,27.9,0.33667034,0.04290827,0.95709173,66.51906866,35.21489342,0.76484186,0.5507561,HSEIPly_79,,{7D976B6D-C7BA-40CC-AEDE-F866DA42B913},,,,,0,0
126,008904,11001008904,1400000US11001008904,"Census Tract 89.04, District of Columbia, District of Columbia",155,4541,92.2,7.9,6.2,52,13.3,2.4,13.2,6.1,37.2,0.46012549,0.09482076,0.90517924,54.05145129,35.35347392,0.72574055,0.59293302,HSEIPly_155,,{417BD6EE-66D1-40D9-9BAA-D210BEFD2E59},,,,,0,0
127,005601,11001005601,1400000US11001005601,"Census Tract 56.01, District of Columbia, District of Columbia",95,2388,37.3,0.6,13.2,38,7.8,1.3,10,4.1,19.4,0.2041198,0.37107054,0.62892946,58.28985676,34.43314551,0.55868746,0.38140363,HSEIPly_95,,{A8C116A4-91BC-40F3-982D-4A7DE9D97E87},,,,,0,0
128,007807,11001007807,1400000US11001007807,"Census Tract 78.07, District of Columbia, District of Columbia",136,2336,99.4,1.7,13,39,19.5,0,13.1,5.9,36.8,0.44659019,0.37696329,0.62303672,44.73486617,34.84526545,0.56057249,0.50358134,HSEIPly_136,,{3260FE77-4B52-46EB-96B7-A080C42CFDDB},,,,,0,0
129,007809,11001007809,1400000US11001007809,"Census Tract 78.09, District of Columbia, District of Columbia",138,3112,100,8.9,9,34,13,4.6,13.2,6.1,37.4,0.47077678,0.41790762,0.58209238,42.09405163,34.9717587,0.55629221,0.51353449,HSEIPly_138,,{5B762F5C-7EB8-4CB8-AF00-6D9B3F5C3A33},,,,,0,0
130,008410,11001008410,1400000US11001008410,"Census Tract 84.10, District of Columbia, District of Columbia",148,1737,40,9.8,5.6,6,7,0,9.6,3,25.2,0.20318568,0.24215318,0.75784682,58.51445827,35.45070528,0.71485601,0.45902084,HSEIPly_148,,{CF3A3CFC-E0B2-42A9-8523-A5745B77C156},,,,,0,0
131,005802,11001005802,1400000US11001005802,"Census Tract 58.02, District of Columbia, District of Columbia",98,1799,35.7,0,9.2,11,8.2,3,8.5,3.4,20.6,0.14336495,0.03901833,0.96098167,88.54615273,35.32351064,0.8539063,0.49863562,HSEIPly_98,,{8EA7A3B2-E2C4-4273-BD48-02087D803203},,,,,0,0
132,005602,11001005602,1400000US11001005602,"Census Tract 56.02, District of Columbia, District of Columbia",96,4178,39.2,0.6,17.9,25,10.7,1.5,10,4.1,19.4,0.2146868,0.20941553,0.79058447,58.28985676,34.56202684,0.61562942,0.41515811,HSEIPly_96,,{644472D0-AC54-4A7F-B6AF-7A6D736D41F9},,,,,0,0
133,004702,11001004702,1400000US11001004702,"Census Tract 47.02, District of Columbia, District of Columbia",78,3727,40.9,3.7,9.1,12,8.7,0.7,9.3,3.8,23.2,0.18956493,0.13052894,0.86947106,77.46923925,35.46348751,0.80955636,0.49956065,HSEIPly_78,,{9021DF59-2574-4021-916F-3A7F696EA17E},,,,,0,0
134,010800,11001010800,1400000US11001010800,"Census Tract 108, District of Columbia, District of Columbia",201,6351,37.1,0.1,0.8,52,4.9,3,13.1,1.3,18.1,0.1839726,0.16905495,0.83094505,75.19322507,35.24266104,0.76537645,0.47467452,HSEIPly_201,,{81696109-2BCF-44F2-8930-5C8A53E2E210},,,,,0,0
135,005801,11001005801,1400000US11001005801,"Census Tract 58.01, District of Columbia, District of Columbia",97,1992,46,4.7,12.9,31,16.2,11.1,8.5,3.4,20.6,0.2661478,0.22862678,0.77137322,88.54615273,35.13428355,0.78254162,0.52434471,HSEIPly_97,,{C4C7ECFA-7CBE-41CD-8C16-6A91128D994E},,,,,0,0
136,007803,11001007803,1400000US11001007803,"Census Tract 78.03, District of Columbia, District of Columbia",133,4293,96.9,9.6,19.8,57,24.6,0,12.9,6.7,37.1,0.55108749,0.41943134,0.58056866,37.8480303,34.6221454,0.49940529,0.52524639,HSEIPly_133,,{72F37F6E-FA17-406D-86D9-17EE0D40B664},,,,,0,0
137,005900,11001005900,1400000US11001005900,"Census Tract 59, District of Columbia, District of Columbia",99,2437,41.4,0.7,6.6,34,10.5,1,10.1,2.5,22.5,0.19228655,0.02488741,0.97511259,74.81980092,35.43068661,0.8236749,0.50798072,HSEIPly_99,,{5F6CAB86-184E-4F99-8D60-CFCBD53905A5},,,,,0,0
138,007804,11001007804,1400000US11001007804,"Census Tract 78.04, District of Columbia, District of Columbia",134,4352,98.2,8.5,11.8,57,13.3,3,13.3,6.6,35.8,0.4949219,0.32177326,0.67822675,40.21923238,34.87876827,0.56337383,0.52914786,HSEIPly_134,,{F6974F9C-C595-49D2-BA96-6DE59D4AF2CE},,,,,0,0
139,008402,11001008402,1400000US11001008402,"Census Tract 84.02, District of Columbia, District of Columbia",147,2375,40.5,6.4,11,16,8.8,0,9.6,3.7,23.8,0.21763842,0.19424664,0.80575336,59.98416669,35.16764266,0.69810742,0.45787292,HSEIPly_147,,{46A4A6DB-3387-48B7-B9FC-7665C05A8E41},,,,,0,0
140,980000,11001980000,1400000US11001980000,"Census Tract 9800, District of Columbia, District of Columbia",206,13,0,0,0,0,0,0,0,0,0,-9999,0.15870292,0.84129708,20.52625363,33.71757018,0.39850012,-9999,HSEIPly_206,,{DDFCFB9E-4B99-4D2A-9280-57E67E89F98A},,,,,0,0
141,008301,11001008301,1400000US11001008301,"Census Tract 83.01, District of Columbia, District of Columbia",145,2746,24.8,6.5,11.5,7,3.5,0,8.7,2.2,20,0.1325558,0.15768678,0.84231322,62.5482023,35.46998476,0.7525655,0.44256065,HSEIPly_145,,{26F36D2A-ADC6-4ED2-A691-909C2EFE4083},,,,,0,0
142,008302,11001008302,1400000US11001008302,"Census Tract 83.02, District of Columbia, District of Columbia",146,2831,28.5,6.7,8.8,3,6,0,8.9,2.8,20.7,0.14546143,0.14289787,0.85710213,61.98066178,35.35718287,0.74086115,0.44316129,HSEIPly_146,,{4B490716-A0F5-46E2-840B-9C93FBF89957},,,,,0,0
143,007901,11001007901,1400000US11001007901,"Census Tract 79.01, District of Columbia, District of Columbia",139,5030,81.2,8.3,16.5,36,11.5,0,12.4,4.8,33.7,0.4109368,0.10597713,0.89402287,62.25323393,35.13379452,0.72439477,0.56766578,HSEIPly_139,,{3EE7A86A-7370-4817-AB2F-7B6585134469},,,,,0,0
144,008001,11001008001,1400000US11001008001,"Census Tract 80.01, District of Columbia, District of Columbia",141,3226,33.6,11.3,7.7,5,9.5,0,9.4,2.9,23.8,0.2079451,0.19798924,0.80201076,60.08703824,35.10739321,0.69025378,0.44909944,HSEIPly_141,,{E7C7B5D2-4ECD-45C3-AB27-6849E110B429},,,,,0,0
145,007903,11001007903,1400000US11001007903,"Census Tract 79.03, District of Columbia, District of Columbia",140,2031,77.8,8.2,9.8,17,13,0,11.1,5,31.3,0.34665035,0.17184066,0.82815934,56.36788867,35.68654247,0.75393042,0.55029038,HSEIPly_140,,{6F3EBB78-6403-4073-A388-CE6817D10BA4},,,,,0,0
146,006804,11001006804,1400000US11001006804,"Census Tract 68.04, District of Columbia, District of Columbia",106,2999,90.4,1.1,5.3,49,26.4,0,11.9,4.5,38.8,0.42384808,0.20565086,0.79434914,31.93043289,34.67374095,0.54026765,0.48205786,HSEIPly_106,,{4E5889F5-FAC9-4801-AF89-E20A009D9BCF},,,,,0,0
147,008100,11001008100,1400000US11001008100,"Census Tract 81, District of Columbia, District of Columbia",143,3438,21.7,8.9,8.2,4,4,0,8.7,2.5,20.2,0.13446019,0.27520904,0.72479096,61.13058886,34.93583024,0.65338082,0.39392051,HSEIPly_143,,{32878775-AC59-481C-8433-C621286A371B},,,,,0,0
148,009604,11001009604,1400000US11001009604,"Census Tract 96.04, District of Columbia, District of Columbia",175,2496,97.2,12,15.2,24,11.1,2.4,12.1,6.5,33.9,0.45413596,0.2339435,0.7660565,37.66662883,34.81071147,0.56901634,0.51157615,HSEIPly_175,,{E24C58D8-6369-4627-9285-72808E9EF7E6},,,,,0,0
149,007808,11001007808,1400000US11001007808,"Census Tract 78.08, District of Columbia, District of Columbia",137,4322,99.6,4.3,12.6,45,20.7,0,13.9,7.3,38,0.49892351,0.33266627,0.66733373,36.17702257,34.69853872,0.5251456,0.51203456,HSEIPly_137,,{FD9C32A8-56C7-4801-9D29-022441DCD477},,,,,0,0
150,009603,11001009603,1400000US11001009603,"Census Tract 96.03, District of Columbia, District of Columbia",174,4310,99.7,8.3,17,44,18.2,0.9,12.8,7.1,37,0.50893961,0.22797655,0.77202345,51.63928301,35.08760535,0.65141988,0.58017975,HSEIPly_174,,{E10033D3-F84F-4C70-9F50-40706EA66271},,,,,0,0
151,008200,11001008200,1400000US11001008200,"Census Tract 82, District of Columbia, District of Columbia",144,3234,20.8,8.5,8,7,2.7,0.7,8.9,2.6,18.9,0.13020041,0.33048387,0.66951613,63.64931173,34.89221075,0.64254139,0.3863709,HSEIPly_144,,{38DE4F71-F80A-426C-A525-0A185F5F71ED},,,,,0,0
152,008002,11001008002,1400000US11001008002,"Census Tract 80.02, District of Columbia, District of Columbia",142,3527,28.5,11.2,9.5,11,7.8,0.2,9.3,2.9,23.4,0.20460991,0.32196829,0.67803171,55.77107996,34.87158346,0.61541731,0.41001361,HSEIPly_142,,{F4A45022-14C1-4A32-9DFE-BDCA1F90DBFB},,,,,0,0
153,009906,11001009906,1400000US11001009906,"Census Tract 99.06, District of Columbia, District of Columbia",189,1737,94.9,5.8,28.6,54,21.5,3.5,13.5,6.7,38.6,0.5623762,0.21077353,0.78922647,43.01875579,34.68577643,0.57815957,0.57026788,HSEIPly_189,,{A1B9AAC3-749E-486A-BE73-BF36C05B8328},,,,,0,0
154,007703,11001007703,1400000US11001007703,"Census Tract 77.03, District of Columbia, District of Columbia",129,7730,99.8,8.8,11.3,56,10.3,0,14.7,7,40.5,0.51678246,0.40252522,0.59747478,32.54843915,34.10666645,0.42371203,0.47024725,HSEIPly_129,,{0ECC6B64-1002-4E8E-8B65-AEB6A34D0ABB},,,,,0,0
155,007708,11001007708,1400000US11001007708,"Census Tract 77.08, District of Columbia, District of Columbia",131,2875,100,11.2,19.5,55,29.8,0,15.4,8.6,43.9,0.65272204,0.38959049,0.61040951,18.62591953,34.3450363,0.40828076,0.5305014,HSEIPly_131,,{D39859D7-164D-49E5-A327-0D7E12A33999},,,,,0,0
156,009904,11001009904,1400000US11001009904,"Census Tract 99.04, District of Columbia, District of Columbia",187,3208,97.8,18.5,4.2,61,12.9,1.3,13.7,5.6,38.5,0.53429984,0.2374297,0.7625703,48.30272558,34.99323445,0.62628738,0.58029361,HSEIPly_187,,{AC164A7A-B3A4-4091-B67D-7E8C35A63E3B},,,,,0,0
157,009903,11001009903,1400000US11001009903,"Census Tract 99.03, District of Columbia, District of Columbia",186,2559,92.8,7.4,6.1,36,17.4,1.4,12.6,5.2,33.5,0.4191628,0.19433441,0.80566559,41.25494634,34.92412873,0.60502768,0.51209524,HSEIPly_186,,{831FDC5F-BFF2-430D-9857-8817B8F4F8D4},,,,,0,0
158,006600,11001006600,1400000US11001006600,"Census Tract 66, District of Columbia, District of Columbia",102,1986,12.5,3.2,22.5,7,8.1,0,8.5,3.1,19.1,0.14672694,0.29883209,0.70116791,62.51580512,34.83181655,0.63953464,0.39313079,HSEIPly_102,,{046A7A16-67DC-4623-B62F-8657833358A7},,,,,0,0
159,006700,11001006700,1400000US11001006700,"Census Tract 67, District of Columbia, District of Columbia",103,4498,25.2,6.7,20.3,4,9.9,0,8.6,2.9,20.1,0.18189015,0.28596241,0.71403759,58.59181056,34.81639246,0.62761753,0.40475384,HSEIPly_103,,{04796E20-21C2-426C-8803-0FC5DDBECE05},,,,,0,0
160,006801,11001006801,1400000US11001006801,"Census Tract 68.01, District of Columbia, District of Columbia",104,2528,54.9,9.3,6.2,22,7.9,0,10.1,3.5,26.7,0.25844339,0.28288655,0.71711346,54.49382979,35.09701784,0.64819413,0.45331876,HSEIPly_104,,{07BB9374-F10C-4DDA-BF35-95E0006DAB50},,,,,0,0
161,009905,11001009905,1400000US11001009905,"Census Tract 99.05, District of Columbia, District of Columbia",188,2773,98.6,8.8,10.9,48,21.1,3.2,13.7,6.4,38.6,0.52445228,0.33320716,0.66679285,42.37770045,34.6641323,0.54198453,0.5332184,HSEIPly_188,,{99E60674-C835-462C-9553-BC3FF5F3CF9D},,,,,0,0
162,006500,11001006500,1400000US11001006500,"Census Tract 65, District of Columbia, District of Columbia",101,2939,25.1,4.4,13.8,25,6.9,1.1,9.3,3.4,21.8,0.18757041,0.20914579,0.79085421,56.116584,35.09774039,0.67271254,0.43014147,HSEIPly_101,,{716D3B0A-1030-462E-9124-3F2CE27EE4EF},,,,,0,0
163,010202,11001010202,1400000US11001010202,"Census Tract 102.02, District of Columbia, District of Columbia",193,1707,45.2,11.7,24.4,26,11.9,1.5,9.2,3.6,22.6,0.30731849,0.14575749,0.85424252,60.03826516,35.01057713,0.6918377,0.49957809,HSEIPly_193,,{E9BD243A-ECF0-4E92-BBF3-8CF3F4587490},,,,,0,0
164,010500,11001010500,1400000US11001010500,"Census Tract 105, District of Columbia, District of Columbia",196,3927,45.4,7.2,7.4,22,11.2,2.3,10.7,3.9,27.9,0.27214244,0.19175985,0.80824015,67.08650518,35.06020908,0.71001212,0.49107728,HSEIPly_196,,{24353FF0-3F90-4932-B25D-41D38F8B2FFD},,,,,0,0
165,006900,11001006900,1400000US11001006900,"Census Tract 69, District of Columbia, District of Columbia",107,2601,23.3,7.4,9.6,7,8.3,0,8.9,2.8,22,0.16154227,0.22719391,0.77280609,62.51075399,35.15509765,0.69675554,0.4291489,HSEIPly_107,,{A69F6ED0-965A-45B9-A546-A31A450153FA},,,,,0,0
166,006802,11001006802,1400000US11001006802,"Census Tract 68.02, District of Columbia, District of Columbia",105,2530,44.7,5.9,6.4,14,4.9,0,9.1,3.1,24,0.18176444,0.24717845,0.75282155,53.09941826,35.08215026,0.65081304,0.41628874,HSEIPly_105,,{93112838-1598-4FEB-877A-CC70AB2AB996},,,,,0,0
167,009907,11001009907,1400000US11001009907,"Census Tract 99.07, District of Columbia, District of Columbia",190,2942,99.6,7.5,8.5,58,11.3,1.5,13.8,5.4,36.6,0.46981659,0.35357377,0.64642623,31.62172032,34.13235605,0.43619549,0.45300604,HSEIPly_190,,{423F6227-8086-4603-A651-CD748CD2FF82},,,,,0,0
168,007000,11001007000,1400000US11001007000,"Census Tract 70, District of Columbia, District of Columbia",108,2794,26.6,4.8,9.3,3,8.5,0,8.5,2.3,19.1,0.12595864,0.32720649,0.67279351,62.22150922,35.0451695,0.6569115,0.39143507,HSEIPly_108,,{5EBA574E-13E1-4AD2-A879-76B8A5AFC868},,,,,0,0
169,009901,11001009901,1400000US11001009901,"Census Tract 99.01, District of Columbia, District of Columbia",184,2486,92.8,5.9,33,12,22.2,0.8,11.2,6.9,32.3,0.46743118,0.64351866,0.35648134,19.65299296,33.50701138,0.24591142,0.3566713,HSEIPly_184,,{44033851-AB43-42D3-AD0B-7F2B7FA9F988},,,,,0,0
170,007100,11001007100,1400000US11001007100,"Census Tract 71, District of Columbia, District of Columbia",109,3635,75.1,7.4,8.1,55,13.7,5,11.9,4.4,31.1,0.39772451,0.09205459,0.90794541,38.26125969,34.88265972,0.61606984,0.50689717,HSEIPly_109,,{2159C75E-BADF-4317-9D9E-E98A84669A8A},,,,,0,0
